BNCC_Indice,BNCC_Codigo,BNCC_Eixo,BNCC_Objetivo,BNCC_Exemplos,Curriculo_Indice,Curriculo_Codigo,Curriculo_Eixo,Curriculo_Objetivo,Curriculo_Exemplos,Similaridade,Similaridade_Percentual,Nota_Corte_Usada,Busca_Adaptativa,Data_Analise
13,(EF02CO06),CULTURA DIGITAL,(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,"Nesta habilidade temos a perspectiva de trazer um panorama sobre os cuidados com a segurança ao usar dispositivos como celular, tablets, computadores dentre outros (roubo de dados em dispositivos físicos, rastro de dados online quando da utilização de jogos por exemplo etc.).",900,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.65791327,65.8%,65.0%,Sim,2025-09-04 14:20:06
13,(EF02CO06),CULTURA DIGITAL,(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,"Nesta habilidade temos a perspectiva de trazer um panorama sobre os cuidados com a segurança ao usar dispositivos como celular, tablets, computadores dentre outros (roubo de dados em dispositivos físicos, rastro de dados online quando da utilização de jogos por exemplo etc.).",901,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.65791327,65.8%,65.0%,Sim,2025-09-04 14:20:06
13,(EF02CO06),CULTURA DIGITAL,(EF02CO06) Reconhecer os cuidados com a segurança no uso de dispositivos computacionais.,"Nesta habilidade temos a perspectiva de trazer um panorama sobre os cuidados com a segurança ao usar dispositivos como celular, tablets, computadores dentre outros (roubo de dados em dispositivos físicos, rastro de dados online quando da utilização de jogos por exemplo etc.).",688,(EF15LP07),LÍNGUA PORTUGUESA,"(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.","O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. Editar, nesse caso, consiste em dar os toques finais à versão final de um texto produzido no que diz respeito à sua estruturação e também nos elementos que o rodeiam, seja em suporte manual ou digital.",0.65053,65.1%,65.0%,Sim,2025-09-04 14:20:06
14,(EF03CO01),PENSAMENTO COMPUTACIONAL,"(EF03CO01) Associar os valores 'verdadeiro' e 'falso' a sentenças lógicas que dizem respeito a situações do dia a dia, fazendo uso de termos que indicam negação.","As sentenças lógicas são sentenças declarativas que representam a constatação de um fato pelo emissor, podendo ser afirmativas ou negativas. Quando se faz uma declaração, ela pode ser ""verdadeira"" ou ""falsa"". Esses termos definem os possíveis valores (verdade) para as sentenças lógicas. Comparações de tamanho, peso ou cor de objetos tem como resultado um valor lógico (""verdadeiro"" ou ""falso""). O valor de uma sentença lógica pode ser modificado usando a operação de negação, indicada por termos como NÃO e NÃO É VERDADE QUE.",897,(EF05LP27),LÍNGUA PORTUGUESA,"(EF05LP27) Utilizar, ao produzir o texto, recursos de coesão pronominal (pronomes anafóricos) e articuladores de relações de sentido (tempo, causa, oposição, conclusão, comparação), com nível adequado de informatividade.","Esta habilidade refere-se a reconhecer, no processo de leitura, recursos linguísticos e discursivos que constituem os gêneros de modo que seja possível empregá-los adequadamente nos textos a serem produzidos. Trata-se de utilizar, na produção dos textos, os recursos previstos. Para tanto, é necessário estudá-los, o que pode ser feito por meio das leituras colaborativas de estudo de texto. Na revisão coletiva processual e final, analisa-se a adequação do uso dos recursos, de modo a garantir a coerência e legibilidade do texto. Na progressão, pode-se considerar o nível de autonomia do estudante, que se efetiva pela organização de habilidades em que as tarefas sejam realizadas em colaboração e, progressivamente, com autonomia.",0.7441182,74.4%,74.0%,Sim,2025-09-04 14:20:06
15,(EF03CO02),PENSAMENTO COMPUTACIONAL,"(EF03CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples com condição (iterações indefinidas), para resolver problemas de forma independente e em colaboração.","Os algoritmos aqui devem ser descritos através de sequências de instruções que podem ser repetidas um número de vezes que não é conhecido de antemão. Nestes casos, esta repetição é controlada por alguma condição (sentença lógica). Os ciclos de repetição devem ser simples, isto é, não devem conter outros ciclos.",281,(EF02LP16BX),LÍNGUA PORTUGUESA,"(EF02LP16BX) Identificar e reproduzir, em bilhetes, receitas (modo de fazer) e relatos (digitais ou impressos), a  formatação e diagramação específica de cada um desses gêneros.","Proporcionar aos estudantes situações de leitura desses textos por meio das quais eles possam investigá-los para perceber regularidades, sobretudo no que respeita à formatação e à diagramação desses textos. Assim, no momento de produzi-los, serão capazes de reproduzir de forma adequada essas especificidades, apropriando-se desses gêneros textuais. Portanto, é essencial que as atividades sejam propostas em uma sequência didática que articule práticas de leitura, de oralidade e de produção desses textos. No caso dos bilhetes, é possível criar o “correio da turma” para que troquem bilhetes entre si. ",0.7393025,73.9%,73.0%,Sim,2025-09-04 14:20:06
15,(EF03CO02),PENSAMENTO COMPUTACIONAL,"(EF03CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples com condição (iterações indefinidas), para resolver problemas de forma independente e em colaboração.","Os algoritmos aqui devem ser descritos através de sequências de instruções que podem ser repetidas um número de vezes que não é conhecido de antemão. Nestes casos, esta repetição é controlada por alguma condição (sentença lógica). Os ciclos de repetição devem ser simples, isto é, não devem conter outros ciclos.",897,(EF05LP27),LÍNGUA PORTUGUESA,"(EF05LP27) Utilizar, ao produzir o texto, recursos de coesão pronominal (pronomes anafóricos) e articuladores de relações de sentido (tempo, causa, oposição, conclusão, comparação), com nível adequado de informatividade.","Esta habilidade refere-se a reconhecer, no processo de leitura, recursos linguísticos e discursivos que constituem os gêneros de modo que seja possível empregá-los adequadamente nos textos a serem produzidos. Trata-se de utilizar, na produção dos textos, os recursos previstos. Para tanto, é necessário estudá-los, o que pode ser feito por meio das leituras colaborativas de estudo de texto. Na revisão coletiva processual e final, analisa-se a adequação do uso dos recursos, de modo a garantir a coerência e legibilidade do texto. Na progressão, pode-se considerar o nível de autonomia do estudante, que se efetiva pela organização de habilidades em que as tarefas sejam realizadas em colaboração e, progressivamente, com autonomia.",0.73698455,73.7%,73.0%,Sim,2025-09-04 14:20:06
15,(EF03CO02),PENSAMENTO COMPUTACIONAL,"(EF03CO02) Criar e simular algoritmos representados em linguagem oral, escrita ou pictográfica, que incluam sequências e repetições simples com condição (iterações indefinidas), para resolver problemas de forma independente e em colaboração.","Os algoritmos aqui devem ser descritos através de sequências de instruções que podem ser repetidas um número de vezes que não é conhecido de antemão. Nestes casos, esta repetição é controlada por alguma condição (sentença lógica). Os ciclos de repetição devem ser simples, isto é, não devem conter outros ciclos.",522,(EF15LP12),LÍNGUA PORTUGUESA,"(EF15LP12) Atribuir significado a aspectos não linguísticos (paralinguísticos) observados na fala, como direção do olhar, riso, gestos, movimentos da cabeça (de concordância ou discordância), expressão corporal, tom de voz.","A habilidade envolve o reconhecimento e a análise das expressões corporais associadas à fala, com o objetivo de determinar seu papel na construção dos sentidos dos textos orais. Pode-se prever o estudo de diversas situações de comunicação oral no que se refere aos recursos paralinguísticos, de modo a: a) analisar os efeitos de sentido produzidos por eles;                                                                                                                                                                     b) reconhecer a adequação (ou não) das escolhas do locutor;                                                                                                                                                                           c) constituir um repertório de recursos possíveis de serem utilizados;                                                                                                                                         d) selecionar os recursos mais adequados às intenções de significação do discurso a ser produzido.                                                                                    É interessante, do ponto de vista da progressão, prever uma trajetória que vá do trabalho coletivo em colaboração até aproximar-se do autônomo.                                                                                                                                          ",0.7347718,73.5%,73.0%,Sim,2025-09-04 14:20:06
16,(EF03CO03),PENSAMENTO COMPUTACIONAL,"(EF03CO03) Aplicar a estratégia de decomposição para resolver problemas complexos, dividindo esse problema em partes menores, resolvendo-as e combinando suas soluções.","Decomposição é uma das principais técnicas de resolução de problemas, na qual um problema é dividido em subproblemas, os quais são resolvidos independentemente, e cujas soluções são combinadas para construir a solução do problema original. Algumas vantagens da decomposição são: - permitir uma melhor organização e visualização do problema e da solução; - facilitar o trabalho em grupo; - permitir que possamos reutilizar as soluções dos subproblemas em outros problemas.",166,(EF01MA08),MATEMÁTICA,"(EF01MA08) Resolver e elaborar coletivamente problemas de adição e de subtração, envolvendo números de até dois algarismos, com os significados de juntar, acrescentar, separar e retirar, com o suporte de imagens e/ou material manipulável, utilizando estratégias e formas de registro pessoais.","Neste bimestre, professor, além de levar o aluno á apropriação da habilidade de resolver problemas, ele terá que estabelecer estratégias para resolver problemas diversos. Assim,  é interessante destacar  situações do dia a dia como oportunidades para a resolução e formulação de problemas. No entanto, é importante lembrar que  os alunos devem ter contato com uma variedade de problemas em diversos contextos. As crianças primeiro pensam ou agem mentalmente para obterem a solução (ou as soluções) de um problema, e tornam-se capazes de representá-la primeiro com suas próprias palavras e com símbolos pessoais (materiais, corpo, desenho). Logo, torna-se relevante o destaque para incentivar diferentes processos de resolução, bem como analisar coletivamente e discutir a respeito das soluções encontradas. Fazer registros diversos também deve ser incentivado como parte do processo de construção da linguagem matemática, da ampliação do raciocínio e da capacidade de argumentação dos alunos. A elaboração de problemas pode ser feita coletivamente ou em pequenos grupos. ",0.78299904,78.3%,78.0%,Sim,2025-09-04 14:20:06
17,(EF03CO04),MUNDO DIGITAL,(EF03CO04) Relacionar o conceito de informação com o de dado.,"Para que um computador possa armazenar, transmitir ou manipular uma informação é preciso processá-la e representá-la como um conjunto de dados (símbolos). A habilidade trabalha a diferença entre esses dois conceitos.",899,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.67036664,67.0%,67.0%,Sim,2025-09-04 14:20:06
17,(EF03CO04),MUNDO DIGITAL,(EF03CO04) Relacionar o conceito de informação com o de dado.,"Para que um computador possa armazenar, transmitir ou manipular uma informação é preciso processá-la e representá-la como um conjunto de dados (símbolos). A habilidade trabalha a diferença entre esses dois conceitos.",900,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.67036664,67.0%,67.0%,Sim,2025-09-04 14:20:06
17,(EF03CO04),MUNDO DIGITAL,(EF03CO04) Relacionar o conceito de informação com o de dado.,"Para que um computador possa armazenar, transmitir ou manipular uma informação é preciso processá-la e representá-la como um conjunto de dados (símbolos). A habilidade trabalha a diferença entre esses dois conceitos.",901,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.67036664,67.0%,67.0%,Sim,2025-09-04 14:20:06
18,(EF03CO05),MUNDO DIGITAL,(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,"A Computação emprega diferentes técnicas para organizar dados de forma estruturada para representar informação. Cada tipo de informação possui uma estratégia de representação. Textos podem ser representados como uma sequência de números decimais, onde cada número representa um caractere (como é feito com o uso da tabela ASCII), uma imagem pode ser representada como uma sequência de números decimais que definem a cor de cada elemento de um reticulado uniforme que divide a imagem (pixel) etc.",920,(EF05LP24),LÍNGUA PORTUGUESA,"(EF05LP24) Planejar e produzir texto sobre tema de interesse, organizando resultados de pesquisa em fontes de informação impressas ou digitais, incluindo imagens e gráficos ou tabelas, considerando a situação comunicativa e o tema/assunto do texto.","Esta é uma habilidade que articula a produção textual com o tema de interesse do aluno ao organizar resultados de pesquisa e dois vetores do processo de produção escrita (situação/tema ou assunto).  Há oportunidade de trabalho com as habilidades (EF05MA24) e (EF05MA25) da Matemática, no que se refere à interpretação de gráficos e tabelas em textos. É possível definir o gênero a ser estudado (verbete de curiosidade, texto expositivo).",0.6990988,69.9%,69.0%,Sim,2025-09-04 14:20:06
18,(EF03CO05),MUNDO DIGITAL,(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,"A Computação emprega diferentes técnicas para organizar dados de forma estruturada para representar informação. Cada tipo de informação possui uma estratégia de representação. Textos podem ser representados como uma sequência de números decimais, onde cada número representa um caractere (como é feito com o uso da tabela ASCII), uma imagem pode ser representada como uma sequência de números decimais que definem a cor de cada elemento de um reticulado uniforme que divide a imagem (pixel) etc.",921,(EF05LP24),LÍNGUA PORTUGUESA,"(EF05LP24) Planejar e produzir texto sobre tema de interesse, organizando resultados de pesquisa em fontes de informação impressas ou digitais, incluindo imagens e gráficos ou tabelas, considerando a situação comunicativa e o tema/assunto do texto.","Esta é uma habilidade que articula a produção textual com o tema de interesse do aluno ao organizar resultados de pesquisa e dois vetores do processo de produção escrita (situação/tema ou assunto).  Há oportunidade de trabalho com as habilidades (EF05MA24) e (EF05MA25) da Matemática, no que se refere à interpretação de gráficos e tabelas em textos. É possível definir o gênero a ser estudado (verbete de curiosidade, texto expositivo).",0.6990988,69.9%,69.0%,Sim,2025-09-04 14:20:06
18,(EF03CO05),MUNDO DIGITAL,(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,"A Computação emprega diferentes técnicas para organizar dados de forma estruturada para representar informação. Cada tipo de informação possui uma estratégia de representação. Textos podem ser representados como uma sequência de números decimais, onde cada número representa um caractere (como é feito com o uso da tabela ASCII), uma imagem pode ser representada como uma sequência de números decimais que definem a cor de cada elemento de um reticulado uniforme que divide a imagem (pixel) etc.",922,(EF05LP24),LÍNGUA PORTUGUESA,"(EF05LP24) Planejar e produzir texto sobre tema de interesse, organizando resultados de pesquisa em fontes de informação impressas ou digitais, incluindo imagens e gráficos ou tabelas, considerando a situação comunicativa e o tema/assunto do texto.","Esta é uma habilidade que articula a produção textual com o tema de interesse do aluno ao organizar resultados de pesquisa e dois vetores do processo de produção escrita (situação/tema ou assunto).  Há oportunidade de trabalho com as habilidades (EF05MA24) e (EF05MA25) da Matemática, no que se refere à interpretação de gráficos e tabelas em textos. É possível definir o gênero a ser estudado (verbete de curiosidade, texto expositivo).",0.6990988,69.9%,69.0%,Sim,2025-09-04 14:20:06
18,(EF03CO05),MUNDO DIGITAL,(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,"A Computação emprega diferentes técnicas para organizar dados de forma estruturada para representar informação. Cada tipo de informação possui uma estratégia de representação. Textos podem ser representados como uma sequência de números decimais, onde cada número representa um caractere (como é feito com o uso da tabela ASCII), uma imagem pode ser representada como uma sequência de números decimais que definem a cor de cada elemento de um reticulado uniforme que divide a imagem (pixel) etc.",806,(EF04MA10),MATEMÁTICA,(EF04MA10) Reconhecer que as regras do sistema de numeração decimal podem ser estendidas para a representação decimal de um número racional e relacionar décimos e centésimos com a representação do sistema monetário brasileiro.,"A compreensão de que é possível representar um número racional na forma decimal pode decorrer do uso do quadro de ordens da mesma forma que se faz com os números naturais, estendendo essa representação para a direita da unidade, e que essa representação indica a parte decimal do número racional representado. Esse quadro facilita a leitura, a comparação, composição e decomposição de um número racional expresso na forma decimal. A clareza da relação entre os números decimais e as frações com denominadores decimais, em particular, e a compreensão de que a escrita 0,1 é outra forma de representar 1/10, e que 0, 01 é outra escrita para 1/100 pode vir da exploração de regularidades com a calculadora (por exemplo, investigar como a calculadora mostra os resultados de números naturais entre 1 e 10 divididos por 10, anotar e depois tentar representar sem calculadora os resultados de números entre 1 e 10 divididos por 100, conferindo suas hipóteses na calculadora). Além do quadro de valores e a calculadora, a reta numérica e problemas com escrita de valores monetários são contextos para a exploração das ideias contidas nesta habilidade.  Há, aqui, oportunidade de trabalho no que se refere a leitura de valores monetários.",0.6957983,69.6%,69.0%,Sim,2025-09-04 14:20:06
18,(EF03CO05),MUNDO DIGITAL,(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,"A Computação emprega diferentes técnicas para organizar dados de forma estruturada para representar informação. Cada tipo de informação possui uma estratégia de representação. Textos podem ser representados como uma sequência de números decimais, onde cada número representa um caractere (como é feito com o uso da tabela ASCII), uma imagem pode ser representada como uma sequência de números decimais que definem a cor de cada elemento de um reticulado uniforme que divide a imagem (pixel) etc.",376,(EF02MA07),MATEMÁTICA,"(EF02MA07) Resolver e elaborar problemas de multiplicação (por 2, 3, 4 e 5) com a ideia de adição de parcelas iguais por meio de estratégias e formas de registro pessoais, utilizando ou não suporte de imagens e/ou material manipulável.","Dando continuidade ao trabalho realizado no bimestre anterior, é importante explicitar que as operações não venham antes dos problemas, mas em conjunto com eles. Logo, aprende-se uma operação resolvendo problemas, expressando a resolução de múltiplas maneiras, sendo uma delas a escrita aritmética. Assim, torna-se relevante o destaque para incentivar diferentes processos de resolução nos quais seja possível a utilização de representações pessoais (desenhos, esquemas, escritas numéricas), bem como analisar coletivamente e discutir a respeito das soluções encontradas. O incentivo a registros diversos são parte do processo de apoio à construção da linguagem matemática, amplia o raciocínio e a capacidade de argumentar dos alunos. ",0.69460356,69.5%,69.0%,Sim,2025-09-04 14:20:06
18,(EF03CO05),MUNDO DIGITAL,(EF03CO05) Compreender que dados são estruturados em formatos específicos dependendo da informação armazenada.,"A Computação emprega diferentes técnicas para organizar dados de forma estruturada para representar informação. Cada tipo de informação possui uma estratégia de representação. Textos podem ser representados como uma sequência de números decimais, onde cada número representa um caractere (como é feito com o uso da tabela ASCII), uma imagem pode ser representada como uma sequência de números decimais que definem a cor de cada elemento de um reticulado uniforme que divide a imagem (pixel) etc.",535,(EF15LP07),LÍNGUA PORTUGUESA,"(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.","O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. Editar, nesse caso, consiste em dar os toques finais à versão final de um texto produzido no que diz respeito à sua estruturação e também nos elementos que o rodeiam, seja em suporte manual ou digital. Pode-se, ainda, pensar em critérios como o suporte em jogo, os recursos e as ferramentas de edição a serem utilizados, o grau de autonomia do estudante na realização da tarefa etc que envolvam o uso de ferramentas digitais.O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. ",0.6935928,69.4%,69.0%,Sim,2025-09-04 14:20:06
19,(EF03CO06),MUNDO DIGITAL,"(EF03CO06) Reconhecer que, para um computador realizar tarefas, ele se comunica com o mundo exterior com o uso de interfaces físicas (dispositivos de entrada e saída).","É importante entender que o computador se comunica com o mundo exterior com dispositivos físicos próprios. Alguns dos dispositivos permitem fornecer informações para os computadores, os dispositivos de entrada (teclado, mouse, microfone, sensores, antena etc.), enquanto outros permitem que o computador transmita informações para o mundo exterior, os dispositivos de saída (monitor, alto-falante, impressora etc.).",688,(EF15LP07),LÍNGUA PORTUGUESA,"(EF15LP07) Editar a versão final do texto, em colaboração com os colegas e com a ajuda do professor, ilustrando, quando for o caso, em suporte adequado, manual ou digital.","O foco da habilidade incide sobre os cuidados com a circulação/publicação do texto em suportes impressos ou digitais. Editar, nesse caso, consiste em dar os toques finais à versão final de um texto produzido no que diz respeito à sua estruturação e também nos elementos que o rodeiam, seja em suporte manual ou digital.",0.65661776,65.7%,65.0%,Sim,2025-09-04 14:20:06
20,(EF03CO07),CULTURA DIGITAL,(EF03CO07) Utilizar diferentes navegadores e ferramentas de busca para pesquisar e acessar informações.,"Nesta habilidade temos a perspectiva que o aluno possa explorar diferentes navegadores e buscadores, conhecendo aspectos gerais das ferramentas de busca como associação de palavras, as abas em cada um deles, filtros, dentre outros. Além disso, por meio das pesquisas apresentar os cuidados na busca das informações desejadas.",899,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.7056375,70.6%,70.0%,Sim,2025-09-04 14:20:06
20,(EF03CO07),CULTURA DIGITAL,(EF03CO07) Utilizar diferentes navegadores e ferramentas de busca para pesquisar e acessar informações.,"Nesta habilidade temos a perspectiva que o aluno possa explorar diferentes navegadores e buscadores, conhecendo aspectos gerais das ferramentas de busca como associação de palavras, as abas em cada um deles, filtros, dentre outros. Além disso, por meio das pesquisas apresentar os cuidados na busca das informações desejadas.",900,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.7056375,70.6%,70.0%,Sim,2025-09-04 14:20:06
20,(EF03CO07),CULTURA DIGITAL,(EF03CO07) Utilizar diferentes navegadores e ferramentas de busca para pesquisar e acessar informações.,"Nesta habilidade temos a perspectiva que o aluno possa explorar diferentes navegadores e buscadores, conhecendo aspectos gerais das ferramentas de busca como associação de palavras, as abas em cada um deles, filtros, dentre outros. Além disso, por meio das pesquisas apresentar os cuidados na busca das informações desejadas.",901,(EF05LP17),LÍNGUA PORTUGUESA,"(EF05LP17) Produzir roteiro para edição de uma reportagem digital sobre temas de interesse da turma, a partir de buscas de informações, imagens, áudios e vídeos na internet, de acordo com as convenções do gênero e considerando a situação comunicativa e o tema/assunto do texto.","Esta habilidade prevê a produção de textos para reportagem digital, o que envolve organizar as ideias e utilizar as informações coletadas por pesquisa para depois escrevê-las. É possível prever a abordagem de temáticas relevantes socialmente e do interesse do estudante, como eventos esportivos, espaços de lazer disponíveis para crianças na região. Ações a serem realizadas visando o desenvolvimento sustentável da cidade, o papel da tecnologia digital no município, a disponibilidade de equipamentos públicos e seu uso pelos cidadãos, a condição do transporte público local, entre outras. A habilidade pode se desdobrar no estudo do gênero e da situação comunicativa em que a produção irá circular, na análise de ambientes digitais como: sites, blogs e páginas de jornais on-line para repertoriar a produção e roteiro.",0.7056375,70.6%,70.0%,Sim,2025-09-04 14:20:06
21,(EF03CO08),CULTURA DIGITAL,(EF03CO08) Usar ferramentas computacionais em situações didáticas para se expressar em diferentes formatos digitais.,"O objetivo desta habilidade é que o aluno possa explorar diversas ferramentas computacionais como jogos educacionais, programas de animação, ferramentas de desenho dentre outros, expressar ideias.",173,(EF01LP23),LÍNGUA PORTUGUESA,"(EF01LP23) Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, entrevistas, curiosidades, dentre outros gêneros do campo investigativo, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.","O campo de atuação da habilidade é o das práticas de estudo e pesquisa. Essa habilidade possibilita a ampliação das práticas de letramento digital pelos estudantes, uma vez que propõe que esses textos sejam repassados oralmente por meio de ferramentas digitais. Por exemplo, numa atividade de entrevistas, estas podem ser filmadas e assistidas pela turma. Vale destacar que o planejamento desses textos é parte importante dessa habilidade. No caso da entrevista, é preciso definir o entrevistado, as perguntas, o texto de apresentação do entrevistado e do assunto da entrevista, junto com o professor. ",0.6832336,68.3%,68.0%,Sim,2025-09-04 14:20:06
