BNCC_Indice,BNCC_Codigo,BNCC_Eixo,BNCC_Objetivo,BNCC_Exemplos,Curriculo_Indice,Curriculo_Codigo,Curriculo_Eixo,Curriculo_Objetivo,Curriculo_Exemplos,Similaridade,Similaridade_Percentual,Nota_Corte_Usada,Busca_Adaptativa,Data_Analise
11,(EF07CO01),PENSAMENTO COMPUTACIONAL,(EF07CO01) Criar soluções de problemas para os quais seja adequado o uso de registros e matrizes unidimensionais para descrever suas informações e automatizá-las usando uma linguagem de programação.,"Para automatizar a solução de um problema através da construção de um programa de computador, normalmente é necessário definir as estruturas de dados que serão usadas para representar a informação relacionada ao problema, e depois descrever o algoritmo usando as construções disponíveis na linguagem de programação escolhida. Uma das estruturas mais usadas é o registro, que permite descrever objetos identificando atributos destes objetos, permitindo assim que se trabalhe em um nível de abstração maior: ao invés de receber vários dados de um aluno separados, um programa pode receber o 'registro' de um aluno ( que seria um dado que engloba as várias informações sobre um aluno) Matrizes unidimensionais (ou vetores) podem ser
usados quando temos situações nas quais queremos
representar que um determinado objeto é composto
por vários elementos similares, por exemplo, uma turma
pode ter vários alunos; um tabuleiro de xadrez pode ter
várias peças, um armário possui várias gavetas etc. A
ideia é que cada elemento em uma matriz/vetor ocupa
uma posição. Matrizes podem ter uma ou mais
dimensões.",1251,(EF69LP39BX),PORTUGUÊS,(EF69LP39BX) Selecionar e organizar as informações passadas pelo entrevistado (tomar nota e/ou gravar) para usá-las de acordo com os objetivos estabelecidos.,"Apresentar o tema para que o aluno possa definir o entrevistado, elaborar um roteiro e realizar a entrevista. Após a entrevista, o aluno deverá organizar as informações e apresentá-las.",0.6804288,68.0%,68.0%,Sim,2025-09-04 15:01:39
11,(EF07CO01),PENSAMENTO COMPUTACIONAL,(EF07CO01) Criar soluções de problemas para os quais seja adequado o uso de registros e matrizes unidimensionais para descrever suas informações e automatizá-las usando uma linguagem de programação.,"Para automatizar a solução de um problema através da construção de um programa de computador, normalmente é necessário definir as estruturas de dados que serão usadas para representar a informação relacionada ao problema, e depois descrever o algoritmo usando as construções disponíveis na linguagem de programação escolhida. Uma das estruturas mais usadas é o registro, que permite descrever objetos identificando atributos destes objetos, permitindo assim que se trabalhe em um nível de abstração maior: ao invés de receber vários dados de um aluno separados, um programa pode receber o 'registro' de um aluno ( que seria um dado que engloba as várias informações sobre um aluno) Matrizes unidimensionais (ou vetores) podem ser
usados quando temos situações nas quais queremos
representar que um determinado objeto é composto
por vários elementos similares, por exemplo, uma turma
pode ter vários alunos; um tabuleiro de xadrez pode ter
várias peças, um armário possui várias gavetas etc. A
ideia é que cada elemento em uma matriz/vetor ocupa
uma posição. Matrizes podem ter uma ou mais
dimensões.",1405,(EF69LP39BX),PORTUGUÊS,(EF69LP39BX) Selecionar e organizar as informações passadas pelo entrevistado (tomar nota e/ou gravar) para usá-las de acordo com os objetivos estabelecidos.,"Apresentar o tema para que o aluno possa definir o entrevistado, elaborar um roteiro e realizar a entrevista. Após a entrevista, o aluno deverá organizar as informações e apresentá-las.",0.6804288,68.0%,68.0%,Sim,2025-09-04 15:01:39
12,(EF07CO02),PENSAMENTO COMPUTACIONAL,"(EF07CO02) Analisar programas para detectar e remover erros, ampliando a confiança na sua correção.","Deve-se estimular a análise crítica do programa construído. Uma das formas é através da depuração, que consiste em uma análise detalhada do código e realização de testes para identificar erros. Depuração é uma das formas de desenvolver a habilidade do pensamento crítico.",1273,(EF69LP01C),PORTUGUÊS,(EF69LP01C) Vislumbrar possibilidades de denúncia quando for o caso de discurso de ódio.,"Trabalhar a leitura, a análise e a interpretação de textos polêmicos, levando os alunos a uma reflexão que permita a eles discernir o que vem a ser liberdade de expressão e discurso de ódio. Trabalhar textos referentes ao mesmo tema com opiniões e abordagens diferentes, destacando que cada um tem o direito de expor a sua opinião, e que essa deve ser respeitada.",0.6194991,61.9%,61.0%,Sim,2025-09-04 15:01:39
12,(EF07CO02),PENSAMENTO COMPUTACIONAL,"(EF07CO02) Analisar programas para detectar e remover erros, ampliando a confiança na sua correção.","Deve-se estimular a análise crítica do programa construído. Uma das formas é através da depuração, que consiste em uma análise detalhada do código e realização de testes para identificar erros. Depuração é uma das formas de desenvolver a habilidade do pensamento crítico.",1368,(EF69LP01C),PORTUGUÊS,(EF69LP01C) Vislumbrar possibilidades de denúncia quando for o caso de discurso de ódio.,"Trabalhar a leitura, a análise e a interpretação de textos polêmicos, levando os alunos a uma reflexão que permita a eles discernir o que vem a ser liberdade de expressão e discurso de ódio. Trabalhar textos referentes ao mesmo tema com opiniões e abordagens diferentes, destacando que cada um tem o direito de expor a sua opinião, e que essa deve ser respeitada.",0.6194991,61.9%,61.0%,Sim,2025-09-04 15:01:39
12,(EF07CO02),PENSAMENTO COMPUTACIONAL,"(EF07CO02) Analisar programas para detectar e remover erros, ampliando a confiança na sua correção.","Deve-se estimular a análise crítica do programa construído. Uma das formas é através da depuração, que consiste em uma análise detalhada do código e realização de testes para identificar erros. Depuração é uma das formas de desenvolver a habilidade do pensamento crítico.",1430,(EF69LP01C),PORTUGUÊS,(EF69LP01C) Vislumbrar possibilidades de denúncia quando for o caso de discurso de ódio.,"Trabalhar a leitura, a análise e a interpretação de textos polêmicos, levando os alunos a uma reflexão que permita a eles discernir o que vem a ser liberdade de expressão e discurso de ódio. Trabalhar textos referentes ao mesmo tema com opiniões e abordagens diferentes, destacando que cada um tem o direito de expor a sua opinião, e que essa deve ser respeitada.",0.6194991,61.9%,61.0%,Sim,2025-09-04 15:01:39
12,(EF07CO02),PENSAMENTO COMPUTACIONAL,"(EF07CO02) Analisar programas para detectar e remover erros, ampliando a confiança na sua correção.","Deve-se estimular a análise crítica do programa construído. Uma das formas é através da depuração, que consiste em uma análise detalhada do código e realização de testes para identificar erros. Depuração é uma das formas de desenvolver a habilidade do pensamento crítico.",1482,(EF69LP01C),PORTUGUÊS,(EF69LP01C) Vislumbrar possibilidades de denúncia quando for o caso de discurso de ódio.,"Trabalhar a leitura, a análise e a interpretação de textos polêmicos, levando os alunos a uma reflexão que permita a eles discernir o que vem a ser liberdade de expressão e discurso de ódio. Trabalhar textos referentes ao mesmo tema com opiniões e abordagens diferentes, destacando que cada um tem o direito de expor a sua opinião, e que essa deve ser respeitada.",0.6194991,61.9%,61.0%,Sim,2025-09-04 15:01:39
13,(EF07CO03),PENSAMENTO COMPUTACIONAL,"(EF07CO03) Construir soluções computacionais de problemas de diferentes áreas do conhecimento, de forma individual e colaborativa, selecionando as estruturas de dados e técnicas adequadas, aperfeiçoando e articulando saberes escolares.","Uma estrutura de dados em ciência da computação, é uma coleção tanto de valores (e seus relacionamentos) quanto de operações (sobre os valores e estruturas decorrentes). É uma implementação concreta de um tipo abstrato de dado ou um tipo de dado básico ou primitivo.",818,(EF06CI18ME),CIÊNCIAS,(EF06CI18ME) Identificar os tipos de tecidos como parte integrante na organização dos seres vivos.,"Trabalhar os tipos de tecidos usando recursos visuais e se possível manipulativo, para facilitar a compreensão da habilidade.",0.6527183,65.3%,65.0%,Sim,2025-09-04 15:01:39
14,(EF07CO04),PENSAMENTO COMPUTACIONAL,(EF07CO04) Explorar propriedades básicas de grafos.,"Grafos possuem muitas propriedades que podem ser úteis para a descoberta de conhecimento. Por exemplo, comunidades virtuais são caracterizadas por uma propriedade que se chama clique de um grafo. Algumas propriedades de grafos são: coloração, cliques, graus de vértices, diâmetro, pontes.",75,(EF06MA31X),MATEMÁTICA,"(EF06MA31X) Ler, interpretar e identificar em tabelas e em diferentes tipos de gráficos, as variáveis e suas frequências e os elementos constitutivos (título, eixos, legendas, fontes e datas).","Realizar atividades diversas com diferentes tipos de tabelas e gráficos para que os alunos possam visualizar, compreender e identificar seus elementos, suas variáveis e categorias. Após uma maior compreensão e familiarização por parte dos alunos, apresentar situações contendo dados para que eles construam tabelas e gráficos relacionados, demonstrando dessa forma, sua compreensão e aprendizagem.",0.66136783,66.1%,66.0%,Sim,2025-09-04 15:01:39
15,(EF07CO05),PENSAMENTO COMPUTACIONAL,(EF07CO05) Criar algoritmos fazendo uso da decomposição e do reúso no processo de solução de forma colaborativa e cooperativa e automatizá-los usando uma linguagem de programação.,"A decomposição facilita o trabalho cooperativo, pois auxilia na identificação clara de cada subtarefa (subproblema), que pode ser realizada por diferentes equipes, bem como da forma como os resultados das tarefas devem ser combinados. A identificação precisa das interfaces das tarefas (entradas e saídas) é essencial para viabilizar a combinação das soluções dessas tarefas, bem como o reúso das mesmas.",1540,(EF89LP29AX),PORTUGUÊS,"(EF89LP29AX) Identificar mecanismos de progressão temática, tais como retomadas anafóricas, catafóricas, uso de organizadores textuais e coesivos etc.","Apresentar textos para serem destacados os recursos de coesão neles existentes, identificando sua importância para a continuidade das ideias, da sequência lógica e da compreensão. Realizar fixação através de textos com lacunas para que os alunos possam utilizar esses recursos, completando, assim, o sentido do texto.",0.6906263,69.1%,69.0%,Sim,2025-09-04 15:01:39
16,(EF07CO06),MUNDO DIGITAL,(EF07CO06) Compreender o papel de protocolos para a transmissão de dados.,A transmissão de dados precisa ser realizada considerando um conjunto de regras para sua execução correta. Esse conjunto de regras é chamado de protocolo e permite que a transmissão de dados seja realizada de forma consistente por diferentes equipamentos.,1251,(EF69LP39BX),PORTUGUÊS,(EF69LP39BX) Selecionar e organizar as informações passadas pelo entrevistado (tomar nota e/ou gravar) para usá-las de acordo com os objetivos estabelecidos.,"Apresentar o tema para que o aluno possa definir o entrevistado, elaborar um roteiro e realizar a entrevista. Após a entrevista, o aluno deverá organizar as informações e apresentá-las.",0.60179543,60.2%,60.0%,Sim,2025-09-04 15:01:39
16,(EF07CO06),MUNDO DIGITAL,(EF07CO06) Compreender o papel de protocolos para a transmissão de dados.,A transmissão de dados precisa ser realizada considerando um conjunto de regras para sua execução correta. Esse conjunto de regras é chamado de protocolo e permite que a transmissão de dados seja realizada de forma consistente por diferentes equipamentos.,1405,(EF69LP39BX),PORTUGUÊS,(EF69LP39BX) Selecionar e organizar as informações passadas pelo entrevistado (tomar nota e/ou gravar) para usá-las de acordo com os objetivos estabelecidos.,"Apresentar o tema para que o aluno possa definir o entrevistado, elaborar um roteiro e realizar a entrevista. Após a entrevista, o aluno deverá organizar as informações e apresentá-las.",0.60179543,60.2%,60.0%,Sim,2025-09-04 15:01:39
17,(EF07CO07),MUNDO DIGITAL,(EF07CO07) Identificar problemas de segurança cibernética e experimentar formas de proteção.,"A utilização de sistemas e redes de computadores precisa respeitar algumas propriedades fundamentos da segurança da informação, como confidencialidade, integridade e disponibilidade. No entanto, essas propriedades podem ser ameaçadas por eventos maliciosos ou não-maliciosos. A fim de diminuir a ocorrência desses eventos, mecanismos de proteção podem ser empregados",1284,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.6052376,60.5%,60.0%,Sim,2025-09-04 15:01:39
17,(EF07CO07),MUNDO DIGITAL,(EF07CO07) Identificar problemas de segurança cibernética e experimentar formas de proteção.,"A utilização de sistemas e redes de computadores precisa respeitar algumas propriedades fundamentos da segurança da informação, como confidencialidade, integridade e disponibilidade. No entanto, essas propriedades podem ser ameaçadas por eventos maliciosos ou não-maliciosos. A fim de diminuir a ocorrência desses eventos, mecanismos de proteção podem ser empregados",1373,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.6052376,60.5%,60.0%,Sim,2025-09-04 15:01:39
17,(EF07CO07),MUNDO DIGITAL,(EF07CO07) Identificar problemas de segurança cibernética e experimentar formas de proteção.,"A utilização de sistemas e redes de computadores precisa respeitar algumas propriedades fundamentos da segurança da informação, como confidencialidade, integridade e disponibilidade. No entanto, essas propriedades podem ser ameaçadas por eventos maliciosos ou não-maliciosos. A fim de diminuir a ocorrência desses eventos, mecanismos de proteção podem ser empregados",1492,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.6052376,60.5%,60.0%,Sim,2025-09-04 15:01:39
18,(EF07CO08),CULTURA DIGITAL,(EF07CO08) Demonstrar empatia sobre opiniões divergentes na web.,"Nesta habilidade considera-se a discussão e reflexão de colocar-se em posição do outro e respeito em relação as opiniões divergentes na internet, como opiniões de estilos de música, de filmes, de roupas, dentre outros. Espera-se que o aluno possa ser capaz de reconhecer a importância de respeitar as opiniões diferentes da sua.",1284,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.7394421,73.9%,73.0%,Sim,2025-09-04 15:01:39
18,(EF07CO08),CULTURA DIGITAL,(EF07CO08) Demonstrar empatia sobre opiniões divergentes na web.,"Nesta habilidade considera-se a discussão e reflexão de colocar-se em posição do outro e respeito em relação as opiniões divergentes na internet, como opiniões de estilos de música, de filmes, de roupas, dentre outros. Espera-se que o aluno possa ser capaz de reconhecer a importância de respeitar as opiniões diferentes da sua.",1373,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.7394421,73.9%,73.0%,Sim,2025-09-04 15:01:39
18,(EF07CO08),CULTURA DIGITAL,(EF07CO08) Demonstrar empatia sobre opiniões divergentes na web.,"Nesta habilidade considera-se a discussão e reflexão de colocar-se em posição do outro e respeito em relação as opiniões divergentes na internet, como opiniões de estilos de música, de filmes, de roupas, dentre outros. Espera-se que o aluno possa ser capaz de reconhecer a importância de respeitar as opiniões diferentes da sua.",1492,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.7394421,73.9%,73.0%,Sim,2025-09-04 15:01:39
19,(EF07CO09),CULTURA DIGITAL,(EF07CO09) Reconhecer e debater sobre cyberbullying.,"O contexto desta habilidade é a de proporcionar ao aluno a reflexão e discussão sobre cyberbullying, trazendo sua definição. Além disso, espera-se que o aluno reflita sobre a importância de se combater o cyberbullying (essa prática de intimidação, humilhação, exposição, dentre outros em meio digital)",1284,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.5592668,55.9%,55.0%,Sim,2025-09-04 15:01:39
19,(EF07CO09),CULTURA DIGITAL,(EF07CO09) Reconhecer e debater sobre cyberbullying.,"O contexto desta habilidade é a de proporcionar ao aluno a reflexão e discussão sobre cyberbullying, trazendo sua definição. Além disso, espera-se que o aluno reflita sobre a importância de se combater o cyberbullying (essa prática de intimidação, humilhação, exposição, dentre outros em meio digital)",1373,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.5592668,55.9%,55.0%,Sim,2025-09-04 15:01:39
19,(EF07CO09),CULTURA DIGITAL,(EF07CO09) Reconhecer e debater sobre cyberbullying.,"O contexto desta habilidade é a de proporcionar ao aluno a reflexão e discussão sobre cyberbullying, trazendo sua definição. Além disso, espera-se que o aluno reflita sobre a importância de se combater o cyberbullying (essa prática de intimidação, humilhação, exposição, dentre outros em meio digital)",1492,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.5592668,55.9%,55.0%,Sim,2025-09-04 15:01:39
20,(EF07CO10),CULTURA DIGITAL,"(EF07CO10) Identificar os impactos ambientais do descarte de peças de computadores e eletrônicos, bem como sua relação com a sustentabilidade","Esta habilidade sugere a reflexão e discussão sobre a relação da sustentabilidade e o impacto na produção e descarte de lixo eletrônico. Considera-se importante enfatizar o descarte de material tecnológico e as diferenças para outros tipos de lixo. Como localidade, tipos de reciclagem.",175,(EF07CI03A),CIÊNCIAS,(EF07CI03A) Utilizar o conhecimento das formas de propagação do calor para justificar a utilização de determinados materiais (condutores e isolantes) na vida cotidiana.,Trabalhar essas habilidades por meio de recursos visuais e material concreto.,0.67698556,67.7%,67.0%,Sim,2025-09-04 15:01:39
21,(EF07CO11),CULTURA DIGITAL,"(EF07CO11) Criar, documentar e publicar, de forma individual ou colaborativa, produtos (vídeos, podcasts, web sites) usando recursos de tecnologia.","Nesta habilidade espera-se que o aluno utilize recursos e ferramentas digitais como editores de vídeo, editor de áudio, de blogs, para produzir um vídeo, um áudio, uma página na internet, criando e publicando conteúdo, individualmente e colaborativamente. Nesse sentido, experimentar diferentes recursos e ferramentas, inclusive integrando um recurso de vídeo e um blog por exemplo!",1284,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.70081973,70.1%,70.0%,Sim,2025-09-04 15:01:39
21,(EF07CO11),CULTURA DIGITAL,"(EF07CO11) Criar, documentar e publicar, de forma individual ou colaborativa, produtos (vídeos, podcasts, web sites) usando recursos de tecnologia.","Nesta habilidade espera-se que o aluno utilize recursos e ferramentas digitais como editores de vídeo, editor de áudio, de blogs, para produzir um vídeo, um áudio, uma página na internet, criando e publicando conteúdo, individualmente e colaborativamente. Nesse sentido, experimentar diferentes recursos e ferramentas, inclusive integrando um recurso de vídeo e um blog por exemplo!",1373,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.70081973,70.1%,70.0%,Sim,2025-09-04 15:01:39
21,(EF07CO11),CULTURA DIGITAL,"(EF07CO11) Criar, documentar e publicar, de forma individual ou colaborativa, produtos (vídeos, podcasts, web sites) usando recursos de tecnologia.","Nesta habilidade espera-se que o aluno utilize recursos e ferramentas digitais como editores de vídeo, editor de áudio, de blogs, para produzir um vídeo, um áudio, uma página na internet, criando e publicando conteúdo, individualmente e colaborativamente. Nesse sentido, experimentar diferentes recursos e ferramentas, inclusive integrando um recurso de vídeo e um blog por exemplo!",1492,(EF89LP02),PORTUGUÊS,"(EF89LP02) Analisar diferentes práticas (curtir, compartilhar, comentar, curar etc.) e textos pertencentes a diferentes gêneros da cultura digital (meme, gif , comentário, charge digital etc.) envolvidos no trato com a informação e opinião, de forma a possibilitar uma presença mais crítica e ética nas redes.","Proporcionar aos alunos uma análise de diferentes práticas da cultura digital, levando-os a refletir sobre a necessidade de uma postura ética e respeitosa em seus posicionamentos.",0.70081973,70.1%,70.0%,Sim,2025-09-04 15:01:39
22,(EF08CO01),PENSAMENTO COMPUTACIONAL,(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,"O conceito de recursão permite exercitar o pensamento indutivo na resolução de problemas, ou seja, recursão não deve ser entendida como uma questão sintática e sim como uma forma poderosa de resolver problemas. O raciocínio indutivo é muito útil na resolução de problemas, pois permite que se trabalhe em um nível de abstração mais elevado do que usando raciocínio dedutivo, o que em muitas situações facilita encontrar soluções (grande parte dos algoritmos clássicos da Computação são bem mais fáceis de compreender nas suas versões recursivas).",1540,(EF89LP29AX),PORTUGUÊS,"(EF89LP29AX) Identificar mecanismos de progressão temática, tais como retomadas anafóricas, catafóricas, uso de organizadores textuais e coesivos etc.","Apresentar textos para serem destacados os recursos de coesão neles existentes, identificando sua importância para a continuidade das ideias, da sequência lógica e da compreensão. Realizar fixação através de textos com lacunas para que os alunos possam utilizar esses recursos, completando, assim, o sentido do texto.",0.67932177,67.9%,67.0%,Sim,2025-09-04 15:01:39
22,(EF08CO01),PENSAMENTO COMPUTACIONAL,(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,"O conceito de recursão permite exercitar o pensamento indutivo na resolução de problemas, ou seja, recursão não deve ser entendida como uma questão sintática e sim como uma forma poderosa de resolver problemas. O raciocínio indutivo é muito útil na resolução de problemas, pois permite que se trabalhe em um nível de abstração mais elevado do que usando raciocínio dedutivo, o que em muitas situações facilita encontrar soluções (grande parte dos algoritmos clássicos da Computação são bem mais fáceis de compreender nas suas versões recursivas).",580,(EF89LP29AX),PORTUGUÊS,"(EF89LP29AX) Identificar mecanismos de progressão temática, tais como retomadas anafóricas, catafóricas, uso de organizadores textuais e coesivos etc.","Apresentar textos para serem destacados os recursos de coesão neles existentes, identificando sua importância para a continuidade de suas ideias, sua sequência lógica e compreensão. Realizar fixação através de textos com lacunas para que os alunos possam utilizar esses recursos, completando, assim, o sentido do texto.",0.67068434,67.1%,67.0%,Sim,2025-09-04 15:01:39
22,(EF08CO01),PENSAMENTO COMPUTACIONAL,(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,"O conceito de recursão permite exercitar o pensamento indutivo na resolução de problemas, ou seja, recursão não deve ser entendida como uma questão sintática e sim como uma forma poderosa de resolver problemas. O raciocínio indutivo é muito útil na resolução de problemas, pois permite que se trabalhe em um nível de abstração mais elevado do que usando raciocínio dedutivo, o que em muitas situações facilita encontrar soluções (grande parte dos algoritmos clássicos da Computação são bem mais fáceis de compreender nas suas versões recursivas).",342,(EF89LP29AX),PORTUGUÊS,"(EF89LP29AX) Identificar mecanismos de progressão temática, tais como retomadas anafóricas, catafóricas, uso de organizadores textuais, de coesivos etc.","Apresentar textos para serem destacados os recursos de coesão neles existentes, identificando sua importância para a continuidade das ideias, da sequência lógica e da compreensão. Realizar fixação através de textos com lacunas para que os alunos possam utilizar esses recursos, completando, assim, o sentido do texto.",0.6706544,67.1%,67.0%,Sim,2025-09-04 15:01:39
22,(EF08CO01),PENSAMENTO COMPUTACIONAL,(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,"O conceito de recursão permite exercitar o pensamento indutivo na resolução de problemas, ou seja, recursão não deve ser entendida como uma questão sintática e sim como uma forma poderosa de resolver problemas. O raciocínio indutivo é muito útil na resolução de problemas, pois permite que se trabalhe em um nível de abstração mais elevado do que usando raciocínio dedutivo, o que em muitas situações facilita encontrar soluções (grande parte dos algoritmos clássicos da Computação são bem mais fáceis de compreender nas suas versões recursivas).",343,(EF89LP29AX),PORTUGUÊS,"(EF89LP29AX) Identificar mecanismos de progressão temática, tais como retomadas anafóricas, catafóricas, uso de organizadores textuais, de coesivos etc.","Apresentar textos para serem destacados os recursos de coesão neles existentes, identificando sua importância para a continuidade das ideias, da sequência lógica e da compreensão. Realizar fixação através de textos com lacunas para que os alunos possam utilizar esses recursos, completando, assim, o sentido do texto.",0.6706544,67.1%,67.0%,Sim,2025-09-04 15:01:39
22,(EF08CO01),PENSAMENTO COMPUTACIONAL,(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,"O conceito de recursão permite exercitar o pensamento indutivo na resolução de problemas, ou seja, recursão não deve ser entendida como uma questão sintática e sim como uma forma poderosa de resolver problemas. O raciocínio indutivo é muito útil na resolução de problemas, pois permite que se trabalhe em um nível de abstração mais elevado do que usando raciocínio dedutivo, o que em muitas situações facilita encontrar soluções (grande parte dos algoritmos clássicos da Computação são bem mais fáceis de compreender nas suas versões recursivas).",1287,(EF89LP29AX),PORTUGUÊS,"(EF89LP29AX) Identificar mecanismos de progressão temática, tais como retomadas anafóricas, catafóricas, uso de organizadores textuais, de coesivos etc.","Apresentar textos para serem destacados os recursos de coesão neles existentes, identificando sua importância para a continuidade das ideias, da sequência lógica e da compreensão. Realizar fixação através de textos com lacunas para que os alunos possam utilizar esses recursos, completando, assim, o sentido do texto.",0.6706544,67.1%,67.0%,Sim,2025-09-04 15:01:39
22,(EF08CO01),PENSAMENTO COMPUTACIONAL,(EF08CO01) Construir soluções de problemas usando a técnica de recursão e automatizar tais soluções usando uma linguagem de programação.,"O conceito de recursão permite exercitar o pensamento indutivo na resolução de problemas, ou seja, recursão não deve ser entendida como uma questão sintática e sim como uma forma poderosa de resolver problemas. O raciocínio indutivo é muito útil na resolução de problemas, pois permite que se trabalhe em um nível de abstração mais elevado do que usando raciocínio dedutivo, o que em muitas situações facilita encontrar soluções (grande parte dos algoritmos clássicos da Computação são bem mais fáceis de compreender nas suas versões recursivas).",1444,(EF89LP29AX),PORTUGUÊS,"(EF89LP29AX) Identificar mecanismos de progressão temática, tais como retomadas anafóricas, catafóricas, uso de organizadores textuais, de coesivos etc.","Apresentar textos para serem destacados os recursos de coesão neles existentes, identificando sua importância para a continuidade das ideias, da sequência lógica e da compreensão. Realizar fixação através de textos com lacunas para que os alunos possam utilizar esses recursos, completando, assim, o sentido do texto.",0.6706544,67.1%,67.0%,Sim,2025-09-04 15:01:39
