bncc_indice,bncc_codigo,bncc_objetivo,curriculo_indice,curriculo_codigo,similaridade
47,(EI03ET01ME1P1),"(EI03ET01ME1P1) Explorar e nomear as propriedades dos objetos: forma, cor, tamanho, espessura e textura.",48,(EI03ET01ME2),0.9633031
48,(EI03ET01ME2),(EI03ET01ME2) Estabelecer relações entre partes e todo.,48,(EI03ET01ME2),0.9999999
48,(EI03ET01ME2),(EI03ET01ME2) Estabelecer relações entre partes e todo.,44,(EI03ET01),0.9876468
48,(EI03ET01ME2),(EI03ET01ME2) Estabelecer relações entre partes e todo.,45,(EI03ET01),0.9876468
48,(EI03ET01ME2),(EI03ET01ME2) Estabelecer relações entre partes e todo.,46,(EI03ET01),0.9876468
48,(EI03ET01ME2),(EI03ET01ME2) Estabelecer relações entre partes e todo.,47,(EI03ET01ME1P1),0.9633031
49,(EI03ET02),"(EI03ET02) Observar e descrever mudanças em diferentes materiais, resultantes de ações sobre eles, em experimentos envolvendo fenômenos naturais e artificiais. ",49,(EI03ET02),1.0000001
50,(EI03ET02ME1),"(EI03ET02ME1) Vivenciar situações e experiências que envolvam misturas, transformações, gravidades. ",50,(EI03ET02ME1),1.0000001
51,(EI03ET03),"(EI03ET03) Identificar e selecionar fontes de informações, para responder a questões sobre a natureza, seus fenômenos, sua conservação.",51,(EI03ET03),1.0000002
51,(EI03ET03),"(EI03ET03) Identificar e selecionar fontes de informações, para responder a questões sobre a natureza, seus fenômenos, sua conservação.",52,(EI03ET03ME1),0.9624143
52,(EI03ET03ME1),(EI03ET03ME1) Participar em atividades de manutenção e preservação dos espaços coletivos e do meio ambiente.,52,(EI03ET03ME1),0.99999994
52,(EI03ET03ME1),(EI03ET03ME1) Participar em atividades de manutenção e preservação dos espaços coletivos e do meio ambiente.,51,(EI03ET03),0.9624143
53,(EI03ET04),"(EI03ET04) Registrar observações, manipulações e medidas, usando múltiplas linguagens (desenho, registro por números ou escrita espontânea), em diferentes suportes.",53,(EI03ET04),1.0000001
54,(EI03ET04ME1),"(EI03ET04ME1) Explicitar e representar a posição de pessoas e objetos, utilizando vocabulário pertinente nos jogos, nas brincadeiras e nas diversas situações nas quais as crianças considerem necessária essa ação.",54,(EI03ET04ME1),1.0000001
55,(EI03ET05),(EI03ET05) Classificar objetos e figuras de acordo com suas semelhanças e diferenças.,55,(EI03ET05),1.0000004
55,(EI03ET05),(EI03ET05) Classificar objetos e figuras de acordo com suas semelhanças e diferenças.,56,(EI03ET05ME1),0.9726291
56,(EI03ET05ME1),"(EI03ET05ME1) Classificar objetos e figuras de acordo com suas semelhanças e diferenças (tamanho, peso, cor, forma etc.),verbalizando o critério adotado, com ajuda do professor.",56,(EI03ET05ME1),1.0000004
56,(EI03ET05ME1),"(EI03ET05ME1) Classificar objetos e figuras de acordo com suas semelhanças e diferenças (tamanho, peso, cor, forma etc.),verbalizando o critério adotado, com ajuda do professor.",55,(EI03ET05),0.9726291
57,(EI03ET06),"(EI03ET06) Relatar fatos importantes sobre seu nascimento e desenvolvimento, a história dos seus familiares e da sua comunidade.",57,(EI03ET06),0.9999999
57,(EI03ET06),"(EI03ET06) Relatar fatos importantes sobre seu nascimento e desenvolvimento, a história dos seus familiares e da sua comunidade.",58,(EI03ET06ME1),0.9608125
58,(EI03ET06ME1),(EI03ET06ME1) Ordenar fatos de histórias e acontecimentos do dia a dia.,58,(EI03ET06ME1),1.0000001
58,(EI03ET06ME1),(EI03ET06ME1) Ordenar fatos de histórias e acontecimentos do dia a dia.,57,(EI03ET06),0.9608125
59,(EI03ET07),"(EI03ET07) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência. ",59,(EI03ET07),1.0000002
59,(EI03ET07),"(EI03ET07) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência. ",61,(EI03ET07ME2),0.98068047
59,(EI03ET07),"(EI03ET07) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência. ",60,(EI03ET07ME1),0.9713244
59,(EI03ET07),"(EI03ET07) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência. ",63,(EI03ET07ME3),0.9666536
59,(EI03ET07),"(EI03ET07) Relacionar números às suas respectivas quantidades e identificar o antes, o depois e o entre em uma sequência. ",62,(EI03ET07ME3),0.96008253
60,(EI03ET07ME1),"(EI03ET07ME1) Comunicar oralmente suas ideias, suas hipóteses e estratégias utilizadas em contextos de resolução de problemas matemáticos. ",60,(EI03ET07ME1),1.0
60,(EI03ET07ME1),"(EI03ET07ME1) Comunicar oralmente suas ideias, suas hipóteses e estratégias utilizadas em contextos de resolução de problemas matemáticos. ",59,(EI03ET07),0.9713244
60,(EI03ET07ME1),"(EI03ET07ME1) Comunicar oralmente suas ideias, suas hipóteses e estratégias utilizadas em contextos de resolução de problemas matemáticos. ",61,(EI03ET07ME2),0.96811855
60,(EI03ET07ME1),"(EI03ET07ME1) Comunicar oralmente suas ideias, suas hipóteses e estratégias utilizadas em contextos de resolução de problemas matemáticos. ",62,(EI03ET07ME3),0.9560203
61,(EI03ET07ME2),"(EI03ET07ME2) Identificar elementos numa série (o que vem antes e o que vem depois), com a ajuda da professora.",61,(EI03ET07ME2),1.0
61,(EI03ET07ME2),"(EI03ET07ME2) Identificar elementos numa série (o que vem antes e o que vem depois), com a ajuda da professora.",59,(EI03ET07),0.98068047
61,(EI03ET07ME2),"(EI03ET07ME2) Identificar elementos numa série (o que vem antes e o que vem depois), com a ajuda da professora.",60,(EI03ET07ME1),0.96811855
61,(EI03ET07ME2),"(EI03ET07ME2) Identificar elementos numa série (o que vem antes e o que vem depois), com a ajuda da professora.",62,(EI03ET07ME3),0.96204853
61,(EI03ET07ME2),"(EI03ET07ME2) Identificar elementos numa série (o que vem antes e o que vem depois), com a ajuda da professora.",63,(EI03ET07ME3),0.96156144
62,(EI03ET07ME3),(EI03ET07ME3) Iniciar a construção da ideia de adição (juntar e acrescentar) por meio de atividades concretas. ,62,(EI03ET07ME3),0.99999964
62,(EI03ET07ME3),(EI03ET07ME3) Iniciar a construção da ideia de adição (juntar e acrescentar) por meio de atividades concretas. ,61,(EI03ET07ME2),0.96204853
62,(EI03ET07ME3),(EI03ET07ME3) Iniciar a construção da ideia de adição (juntar e acrescentar) por meio de atividades concretas. ,59,(EI03ET07),0.96008253
62,(EI03ET07ME3),(EI03ET07ME3) Iniciar a construção da ideia de adição (juntar e acrescentar) por meio de atividades concretas. ,60,(EI03ET07ME1),0.9560203
63,(EI03ET07ME3),(EI03ET07ME3) Relacionar objetos que se equivalem termo a termo.,63,(EI03ET07ME3),0.9999998
63,(EI03ET07ME3),(EI03ET07ME3) Relacionar objetos que se equivalem termo a termo.,59,(EI03ET07),0.9666536
63,(EI03ET07ME3),(EI03ET07ME3) Relacionar objetos que se equivalem termo a termo.,61,(EI03ET07ME2),0.96156144
64,(EI03ET08),"(EI03ET08) Expressar medidas (peso, altura etc.), construindo gráficos básicos.",64,(EI03ET08),1.0000004
64,(EI03ET08),"(EI03ET08) Expressar medidas (peso, altura etc.), construindo gráficos básicos.",65,(EI03ET08ME1),0.98537034
65,(EI03ET08ME1),(EI03ET08ME1) Identificar os números nos diferentes contextos em que se encontram.,65,(EI03ET08ME1),1.0
65,(EI03ET08ME1),(EI03ET08ME1) Identificar os números nos diferentes contextos em que se encontram.,64,(EI03ET08),0.98537034
66,(EI03EO01),"(EI03EO01) Demonstrar empatia pelos outros, percebendo que as pessoas têm diferentes sentimentos, necessidades e maneiras de pensar e agir.",66,(EI03EO01),0.99999976
66,(EI03EO01),"(EI03EO01) Demonstrar empatia pelos outros, percebendo que as pessoas têm diferentes sentimentos, necessidades e maneiras de pensar e agir.",67,(EI03EO02),0.9617889
67,(EI03EO02),"(EI03EO02) Agir de maneira independente, com confiança em suas capacidades, reconhecendo suas conquistas e limitações.",67,(EI03EO02),1.0
67,(EI03EO02),"(EI03EO02) Agir de maneira independente, com confiança em suas capacidades, reconhecendo suas conquistas e limitações.",66,(EI03EO01),0.9617889
68,(EI03EO03),"(EI03EO03) Ampliar as relações interpessoais, desenvolvendo atitudes de participação e cooperação.",68,(EI03EO03),0.9999995
68,(EI03EO03),"(EI03EO03) Ampliar as relações interpessoais, desenvolvendo atitudes de participação e cooperação.",144,(EI03EO03),0.95001435
69,(EI03EO04),(EI03EO04) Comunicar suas ideias e sentimentos a pessoas e grupos diversos.,69,(EI03EO04),1.0
70,(EI03EO05),(EI03EO05) Demonstrar valorização das características de seu corpo e respeitar as características dos outros (crianças e adultos) com os quais convive.,70,(EI03EO05),1.0
71,(EI03EO06),(EI03EO06) Manifestar interesse e respeito por diferentes culturas e modos de vida.,71,(EI03EO06),1.0
71,(EI03EO06),(EI03EO06) Manifestar interesse e respeito por diferentes culturas e modos de vida.,72,(EI03EO06ME01),0.9572814
72,(EI03EO06ME01),"(EI03EO06ME01) Reconhecer que pertence a uma família, a um grupo, a uma escola e a uma comunidade.",72,(EI03EO06ME01),1.0000001
72,(EI03EO06ME01),"(EI03EO06ME01) Reconhecer que pertence a uma família, a um grupo, a uma escola e a uma comunidade.",71,(EI03EO06),0.9572814
73,(EI03EO07),(EI03EO07) Usar estratégias pautadas no respeito mútuo para lidar com conflitos nas interações com crianças e adultos.,73,(EI03EO07),0.99999994
73,(EI03EO07),(EI03EO07) Usar estratégias pautadas no respeito mútuo para lidar com conflitos nas interações com crianças e adultos.,149,(EI03EO07),0.96670026
74,(EI03EO07ME01),"(EI03EO07ME01) Participar em situações que envolvam a combinação de algumas regras de convivência em grupo e aquelas referentes ao uso dos materiais e do espaço, quando isso for pertinente.",74,(EI03EO07ME01),1.0
75,(EI03TS01),"(EI03TS01) Utilizar sons produzidos por materiais, objetos    e    instrumentos musicais durante brincadeiras de faz de conta, encenações, criações musicais, festas.",75,(EI03TS01),1.0
75,(EI03TS01),"(EI03TS01) Utilizar sons produzidos por materiais, objetos    e    instrumentos musicais durante brincadeiras de faz de conta, encenações, criações musicais, festas.",77,(EI03TS01ME02),0.96514547
75,(EI03TS01),"(EI03TS01) Utilizar sons produzidos por materiais, objetos    e    instrumentos musicais durante brincadeiras de faz de conta, encenações, criações musicais, festas.",76,(EI03TS01ME01),0.9509789
76,(EI03TS01ME01),"(EI03TS01ME01)      Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",76,(EI03TS01ME01),0.9999998
76,(EI03TS01ME01),"(EI03TS01ME01)      Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",77,(EI03TS01ME02),0.9726658
76,(EI03TS01ME01),"(EI03TS01ME01)      Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.",75,(EI03TS01),0.9509789
77,(EI03TS01ME02),"(EI03TS01ME02) Apreciar obras musicais de diversos gêneros, estilos, épocas e culturas.",77,(EI03TS01ME02),1.0
77,(EI03TS01ME02),"(EI03TS01ME02) Apreciar obras musicais de diversos gêneros, estilos, épocas e culturas.",76,(EI03TS01ME01),0.9726658
77,(EI03TS01ME02),"(EI03TS01ME02) Apreciar obras musicais de diversos gêneros, estilos, épocas e culturas.",75,(EI03TS01),0.96514547
78,(EI03TS02),"(EI03TS02) Expressar-se livremente por meio de desenho, pintura, colagem, dobradura e escultura, criando produções bidimensionais e tridimensionais. ",78,(EI03TS02),1.0000002
79,(EI03TS02ME01),"(EI03TS02ME01) Ler obras de arte e imagens diversas, atribuindo sentido e identificando os elementos que as caracterizam (forma, cor, personagens e técnicas).",79,(EI03TS02ME01),1.0000002
80,(EI03TS02ME02),"(EI03TS02ME02) Produzir releituras de obras de arte observadas, com a intervenção da professora.",80,(EI03TS02ME02),1.0
81,(EI03TS03),"(EI03TS03) Reconhecer as qualidades do som (intensidade, duração, altura e timbre), utilizando-as em suas produções sonoras e ao ouvir músicas e sons.",81,(EI03TS03),1.0
81,(EI03TS03),"(EI03TS03) Reconhecer as qualidades do som (intensidade, duração, altura e timbre), utilizando-as em suas produções sonoras e ao ouvir músicas e sons.",157,(EI03TS03),0.95387083
82,(EI03CG01),"(EI03CG01) Criar com o corpo formas diversificadas de expressão de sentimentos, sensações e emoções, tanto nas situações do cotidiano quanto em brincadeiras, dança, teatro e música.",82,(EI03CG01),1.0000002
83,(EI03CG02),"(EI03CG02) Demonstrar controle e adequação do uso de seu corpo em brincadeiras e jogos, escuta e reconto de histórias, atividades artísticas, entre outras possibilidades.",83,(EI03CG02),1.0000001
84,(EI03CG03),"(EI03CG03) Criar movimentos, gestos, olhares e mímicas em brincadeiras, jogos e atividades artísticas como dança, teatro e música.",84,(EI03CG03),0.9999998
85,(EI03CG04),"(EI03CG04) Adotar hábitos de autocuidado relacionados à higiene, alimentação, conforto e aparência.",85,(EI03CG04),0.99999976
86,(EI03CG05),(EI03CG05) Coordenar suas habilidades manuais no atendimento adequado a seus interesses e necessidades em situações diversas.,86,(EI03CG05),1.0
87,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",87,(EI03EF01),1.0
87,(EI03EF01),"(EI03EF01) Expressar ideias, desejos e sentimentos sobre suas vivências, por meio da linguagem oral e escrita (escrita espontânea), de fotos, desenhos e outras formas de expressão.",88,(EI03EF01ME01),0.95054364
88,(EI03EF01ME01),"(EI03EF01ME01) Elaborar perguntas e respostas que deem conta de explicar suas dúvidas, compreensão e curiosidade diante das diferentes situações com as quais contata.",88,(EI03EF01ME01),1.0000004
88,(EI03EF01ME01),"(EI03EF01ME01) Elaborar perguntas e respostas que deem conta de explicar suas dúvidas, compreensão e curiosidade diante das diferentes situações com as quais contata.",90,(EI03EF01ME03),0.9652232
88,(EI03EF01ME01),"(EI03EF01ME01) Elaborar perguntas e respostas que deem conta de explicar suas dúvidas, compreensão e curiosidade diante das diferentes situações com as quais contata.",87,(EI03EF01),0.95054364
89,(EI03EF01ME02),(EI03EF01ME02) Participar de situações que envolvam a necessidade de argumentar suas ideias e pontos de vista e de questionar as ideias e pontos de vista do outro.,89,(EI03EF01ME02),1.0
90,(EI03EF01ME03),"(EI03EF01ME03) Demonstrar capacidade de lembrar e executar ações em passos sequenciais, seguindo instruções orais.",90,(EI03EF01ME03),1.0000001
90,(EI03EF01ME03),"(EI03EF01ME03) Demonstrar capacidade de lembrar e executar ações em passos sequenciais, seguindo instruções orais.",88,(EI03EF01ME01),0.9652232
91,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",91,(EI03EF02),1.0000001
91,(EI03EF02),"(EI03EF02) Inventar brincadeiras cantadas, poemas e canções, criando rimas, aliterações e ritmos.",92,(EI03EF02ME01),0.9672926
92,(EI03EF02ME01),"(EI03EF02ME01) Brincar com as sonoridades e ritmos da língua, explorando rimas em diferentes contextos. (1º e 2º semestre)",92,(EI03EF02ME01),1.0000002
92,(EI03EF02ME01),"(EI03EF02ME01) Brincar com as sonoridades e ritmos da língua, explorando rimas em diferentes contextos. (1º e 2º semestre)",91,(EI03EF02),0.9672926
92,(EI03EF02ME01),"(EI03EF02ME01) Brincar com as sonoridades e ritmos da língua, explorando rimas em diferentes contextos. (1º e 2º semestre)",93,(EI03EF02ME02),0.95116574
93,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações. (1º semestre)",93,(EI03EF02ME02),0.9999999
93,(EI03EF02ME02),"(EI03EF02ME02) Conhecer, reproduzir e interpretar oralmente jogos verbais, parlendas, quadrinhas, poemas, canções, contos e adivinhações. (1º semestre)",92,(EI03EF02ME01),0.95116574
94,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",94,(EI03EF03),1.0000002
94,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",95,(EI03EF03ME01),0.96550643
94,(EI03EF03),"(EI03EF03) Escolher e folhear livros, procurando orientar-se por temas e ilustrações e tentando identificar palavras conhecidas.",96,(EI03EF03ME02),0.95223457
95,(EI03EF03ME01),(EI03EF03ME01) Compreender através da pseudoleitura a direção da leitura de cima para baixo e da esquerda para direita.,95,(EI03EF03ME01),1.0000001
95,(EI03EF03ME01),(EI03EF03ME01) Compreender através da pseudoleitura a direção da leitura de cima para baixo e da esquerda para direita.,94,(EI03EF03),0.96550643
96,(EI03EF03ME02),"(EI03EF03ME02) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",96,(EI03EF03ME02),0.99999994
96,(EI03EF03ME02),"(EI03EF03ME02) Relacionar imagens à escrita, levantando hipóteses sobre as mesmas, por meio de livros com temas voltados aos contos e histórias da cultura local e regional.",94,(EI03EF03),0.95223457
97,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",97,(EI03EF04),1.0000001
97,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",99,(EI03EF04ME02),0.9659804
97,(EI03EF04),"(EI03EF04) Recontar histórias ouvidas e planejar coletivamente roteiros de vídeos e de encenações, definindo os contextos, os personagens, a estrutura da história.",98,(EI03EF04ME01),0.96145785
98,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",98,(EI03EF04ME01),1.0
98,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",97,(EI03EF04),0.96145785
98,(EI03EF04ME01),"(EI03EF04ME01) Ouvir textos e histórias a partir de diversas fontes, tendo o professor como referencial de leitor, utilizando-se, inclusive da tecnologia existente na escola.",99,(EI03EF04ME02),0.95048535
99,(EI03EF04ME02),"(EI03EF04ME02) Identificar cenários, trama, sequência lógica, ação e intenção dos personagens das histórias.",99,(EI03EF04ME02),0.9999999
99,(EI03EF04ME02),"(EI03EF04ME02) Identificar cenários, trama, sequência lógica, ação e intenção dos personagens das histórias.",97,(EI03EF04),0.9659804
99,(EI03EF04ME02),"(EI03EF04ME02) Identificar cenários, trama, sequência lógica, ação e intenção dos personagens das histórias.",98,(EI03EF04ME01),0.95048535
100,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",100,(EI03EF05),1.0
100,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",103,(EI03EF05ME03),0.9877611
100,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",101,(EI03EF05ME01),0.9816123
100,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",102,(EI03EF05ME02),0.9757904
100,(EI03EF05),"(EI03EF05) Recontar histórias ouvidas para produção de reconto escrito, tendo o(a) professor(a) como escriba.",104,(EI03EF05ME04),0.9670117
101,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,101,(EI03EF05ME01),1.0000002
101,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,103,(EI03EF05ME03),0.98375255
101,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,102,(EI03EF05ME02),0.9836465
101,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,100,(EI03EF05),0.9816123
101,(EI03EF05ME01),(EI03EF05ME01) Participar de situações coletivas de criação ou reconto de histórias.,104,(EI03EF05ME04),0.9809131
102,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escrita de relatos de colegas, professores e outras pessoas.",102,(EI03EF05ME02),1.0000001
102,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escrita de relatos de colegas, professores e outras pessoas.",101,(EI03EF05ME01),0.9836465
102,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escrita de relatos de colegas, professores e outras pessoas.",103,(EI03EF05ME03),0.9774154
102,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escrita de relatos de colegas, professores e outras pessoas.",100,(EI03EF05),0.9757904
102,(EI03EF05ME02),"(EI03EF05ME02) Participar de situações de escrita de relatos de colegas, professores e outras pessoas.",104,(EI03EF05ME04),0.973963
103,(EI03EF05ME03),"(EI03EF05ME03) Recontar, coletivamente, a história ouvida, reinventando os finais de histórias, tendo o professor como escriba.",103,(EI03EF05ME03),1.0000004
103,(EI03EF05ME03),"(EI03EF05ME03) Recontar, coletivamente, a história ouvida, reinventando os finais de histórias, tendo o professor como escriba.",100,(EI03EF05),0.987761
103,(EI03EF05ME03),"(EI03EF05ME03) Recontar, coletivamente, a história ouvida, reinventando os finais de histórias, tendo o professor como escriba.",101,(EI03EF05ME01),0.98375255
103,(EI03EF05ME03),"(EI03EF05ME03) Recontar, coletivamente, a história ouvida, reinventando os finais de histórias, tendo o professor como escriba.",102,(EI03EF05ME02),0.97741556
103,(EI03EF05ME03),"(EI03EF05ME03) Recontar, coletivamente, a história ouvida, reinventando os finais de histórias, tendo o professor como escriba.",104,(EI03EF05ME04),0.9724567
104,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,104,(EI03EF05ME04),0.9999999
104,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,101,(EI03EF05ME01),0.9809131
104,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,102,(EI03EF05ME02),0.973963
104,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,103,(EI03EF05ME03),0.9724567
104,(EI03EF05ME04),(EI03EF05ME04) Compreender que a escrita representa a fala.,100,(EI03EF05),0.9670117
105,(EI03EF06),"(EI03EF06) Produzir suas próprias histórias orais e escritas (escrita espontânea), em situações com função social significativa. (2º semestre)",105,(EI03EF06),0.9999999
105,(EI03EF06),"(EI03EF06) Produzir suas próprias histórias orais e escritas (escrita espontânea), em situações com função social significativa. (2º semestre)",108,(EI03EF06ME03),0.97751343
105,(EI03EF06),"(EI03EF06) Produzir suas próprias histórias orais e escritas (escrita espontânea), em situações com função social significativa. (2º semestre)",106,(EI03EF06ME01),0.97729766
106,(EI03EF06ME01),"(EI03EF06ME01) Expressar vivências a partir de pesquisas, junto à família, de histórias, relatando de forma oral ou através de desenhos.",106,(EI03EF06ME01),0.99999994
106,(EI03EF06ME01),"(EI03EF06ME01) Expressar vivências a partir de pesquisas, junto à família, de histórias, relatando de forma oral ou através de desenhos.",105,(EI03EF06),0.97729766
106,(EI03EF06ME01),"(EI03EF06ME01) Expressar vivências a partir de pesquisas, junto à família, de histórias, relatando de forma oral ou através de desenhos.",108,(EI03EF06ME03),0.9710616
107,(EI03EF06ME02),"(EI03EF06ME02) Produzir as próprias histórias, a partir de histórias ouvidas.",107,(EI03EF06ME02),1.0000001
108,(EI03EF06ME03),"(EI03EF06ME03) Vivenciar práticas de produções de escrita e de textos coletivos, com função social, tendo a professora como escriba.",108,(EI03EF06ME03),1.0
108,(EI03EF06ME03),"(EI03EF06ME03) Vivenciar práticas de produções de escrita e de textos coletivos, com função social, tendo a professora como escriba.",105,(EI03EF06),0.97751343
108,(EI03EF06ME03),"(EI03EF06ME03) Vivenciar práticas de produções de escrita e de textos coletivos, com função social, tendo a professora como escriba.",106,(EI03EF06ME01),0.9710616
109,(EI03EF07),"(EI03EF07) Levantar hipóteses sobre gêneros textuais veiculados em portadores conhecidos, recorrendo a estratégias de observação gráfica e/ou de leitura.",109,(EI03EF07),1.0000001
109,(EI03EF07),"(EI03EF07) Levantar hipóteses sobre gêneros textuais veiculados em portadores conhecidos, recorrendo a estratégias de observação gráfica e/ou de leitura.",110,(EI03EF07ME01),0.95314217
110,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",110,(EI03EF07ME01),1.0000001
110,(EI03EF07ME01),"(EI03EF07ME01) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras por meio de escrita espontânea.",109,(EI03EF07),0.95314217
111,(EI03EF07ME02),"(EI03EF07ME02) Participar de situações significativas de leitura de gêneros e tipologias textuais variados, através da leitura realizada pela professora, da leitura realizada pelas crianças que não sabem ler (“pseudoleitura”), leitura de ilustrações, de textos não-verbais.",111,(EI03EF07ME02),0.99999976
112,(EI03EF07ME03),(EI03EF07ME03) Participar da confecção e/ou da exploração dos materiais pedagógicos que compõe a rotina da turma.,112,(EI03EF07ME03),1.0000002
113,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",113,(EI03EF08),1.0000002
113,(EI03EF08),"(EI03EF08) Selecionar livros e textos de gêneros conhecidos para a leitura de um adulto e/ou para sua própria leitura (partindo de seu repertório sobre esses textos, como a recuperação pela memória, pela leitura das ilustrações etc.).",114,(EI03EF08ME01),0.97358
114,(EI03EF08ME01),"(EI03EF08ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",114,(EI03EF08ME01),1.0
114,(EI03EF08ME01),"(EI03EF08ME01) Identificar elementos da estrutura de gêneros textuais, como apresentar um livro pela leitura do título, uma história mostrando a capa do livro, o título e o nome do autor, leitura de poemas reconhecendo palavras que rimam etc.",113,(EI03EF08),0.97358
115,(EI03EF09),"(EI03EF09) Levantar hipóteses em relação à linguagem escrita, realizando registros de palavras e textos, por meio de escrita espontânea.",115,(EI03EF09),0.9999999
116,(EI03EF09ME01),"(EI03EF09ME01) Reconhecer o próprio nome, os nomes dos colegas da turma e dos elementos que compõem o espaço da sala de aula. 1º SEMESTRE",116,(EI03EF09ME01),0.9999999
116,(EI03EF09ME01),"(EI03EF09ME01) Reconhecer o próprio nome, os nomes dos colegas da turma e dos elementos que compõem o espaço da sala de aula. 1º SEMESTRE",119,(EI03EF09ME04),0.96960264
116,(EI03EF09ME01),"(EI03EF09ME01) Reconhecer o próprio nome, os nomes dos colegas da turma e dos elementos que compõem o espaço da sala de aula. 1º SEMESTRE",120,(EI03EF09ME05),0.95550275
116,(EI03EF09ME01),"(EI03EF09ME01) Reconhecer o próprio nome, os nomes dos colegas da turma e dos elementos que compõem o espaço da sala de aula. 1º SEMESTRE",118,(EI03EF09ME03),0.9536203
117,(EI03EF09ME02),(EI03EF09ME02) Reconhecer palavras estáveis de uso frequente.,117,(EI03EF09ME02),1.0
117,(EI03EF09ME02),(EI03EF09ME02) Reconhecer palavras estáveis de uso frequente.,118,(EI03EF09ME03),0.95999384
118,(EI03EF09ME03),"(EI03EF09ME03) Escrever o primeiro nome em situações em que isso é necessário, sem auxílio da ficha.",118,(EI03EF09ME03),1.0
118,(EI03EF09ME03),"(EI03EF09ME03) Escrever o primeiro nome em situações em que isso é necessário, sem auxílio da ficha.",122,(EI03EF09ME07),0.9664
118,(EI03EF09ME03),"(EI03EF09ME03) Escrever o primeiro nome em situações em que isso é necessário, sem auxílio da ficha.",119,(EI03EF09ME04),0.9652053
118,(EI03EF09ME03),"(EI03EF09ME03) Escrever o primeiro nome em situações em que isso é necessário, sem auxílio da ficha.",121,(EI03EF09ME06),0.9615417
