BNCC_Indice,BNCC_Codigo,BNCC_Eixo,BNCC_Objetivo,BNCC_Exemplos,Curriculo_Indice,Curriculo_Codigo,Curriculo_Eixo,Curriculo_Objetivo,Curriculo_Exemplos,Similaridade,Similaridade_Percentual,Nota_Corte_Usada,Data_Analise
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",155,(EI03TS01ME01),"TRAÇOS, SONS, CORES E FORMAS","(EI03TS01ME01) Marcar ritmos diversos com chocalho, toquinhos de madeira e outros materiais.","Criar com jogos de encaixe e de construção, explorando cores, formas e texturas. Interpretar canções e participar de brincadeiras cantadas para que se estimule a concentração, a atenção e a coordenação motora. Manipular e identificar materiais de diferentes texturas: lisas, ásperas, macias, duras, moles etc. Explorar e criar a partir de diversos materiais: pedrinhas, sementes, algodão, argila e outros. Separar objetos por cores, tamanho, forma, etc. Experimentar diversas possibilidades de representação visual bidimensional e tridimensional, utilizando materiais diversos: caixas, tecidos, tampinhas, gravetos, pedrinhas, lápis de cor, giz de cera, papéis etc. Explorar formas variadas dos objetos, percebendo as características das mesmas e utilizá-las em suas composições. Apreciar e oralizar sobre diferentes imagens do seu dia a dia. Explorar os elementos das Artes Visuais (ponto, linha e plano) a fim de que sejam considerados em suas produções. Criar desenhos, pinturas, colagens, modelagens a partir de seu próprio repertório e da utilização dos elementos da linguagem das Artes Visuais: ponto, linha, cor, forma, espaço e textura. Conhecer e apreciar artesanato e obras de Artes Visuais de diferentes técnicas, movimentos, épocas, estilos e culturas. Reconhecer as cores presentes na natureza e no dia a dia, nomeando-as, com o objetivo de fazer a correspondência entre cores e elementos. Experimentar as diversas possibilidades do processo de produção das cores secundárias e reconhecê-las na natureza, no dia a dia e em obras de arte.",0.6483359,64.8%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",168,(EI01EF06),"ESCUTA, FALA, PENSAMENTOS E IMAGINAÇÃO","(EI01EF06) Comunicar-se com outras pessoas usando movimentos, gestos, balbucios, fala e outras formas de expressão.","- Comunicar-se com professor(a) e colegas realizando diferentes formas de expressão e buscando-se entender. - Responder a estímulos sorrindo ou parando de chorar. - Participar de experiências de interação que envolvem jogos corporais como, por exemplo, esconder partes do corpo e ter prazer ao encontrá-las, situações de dar e receber brinquedos ou outros objetos para que tenha a oportunidade de brincar, interagir e se comunicar. - Responder com gestos e outros movimentos com a intenção de comunicar-se. - Responder a perguntas simples com linguagem não verbal. - Executar gestos simples quando solicitada. - Usar palavras para designar objetos ou pessoas. - Imitar sons e gestos realizados por outras pessoas. - Expressar-se com gestos comuns de sua cultura, como: ""dar tchau"", brincar de barco emitindo o movimento e som do impacto nas águas, imitar o movimento e som do carro ao acelerar, dentre outras possibilidades.",0.64120865,64.1%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",141,(EI03ET08ME01),"ESPAÇOS, TEMPOS, QUANTIDADES E RELAÇÕES","(EI03ET08ME01) Explicitar e representar a posição de pessoas e objetos, utilizando vocabulário pertinente nos jogos, nas brincadeiras e nas diversas situações nas quais as crianças considerem necessária essa ação.","Usar unidades de medidas convencionais ou não em situações nas quais necessitem comparar distâncias ou tamanhos. Medir comprimentos utilizando passos e pés em diferentes situações (jogos e brincadeiras). Utilizar a justaposição de objetos, fazendo comparações para realizar medições. Usar gráficos simples para comparar quantidades. Participar de situações de resolução de problemas envolvendo medidas. Representar quantidades (quantidade de meninas, meninos, objetos, brinquedos, bolas e outros) por meio de desenhos e registros gráficos (riscos, bolinhas, numerais e outros). Comparar quantidades identificando se há mais, menos ou a quantidade é igual. Realizar contagem oral por meio de diversas situações do dia a dia, brincadeiras e músicas que as envolvam. Construir gráficos a partir dos registros de medições de altura, massa e registros de quantidades. Ler gráficos coletivamente. Comparar informações apresentadas em gráficos. Compreender a utilização social dos gráficos e tabelas por meio da elaboração, leitura e interpretação desses instrumentos como forma de representar dados obtidos em situações de contexto da criança.",0.6401234,64.0%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",213,(EI02EO04),"O EU, O OUTRO E O NÓS","(EI02EO04) Comunicar-se com os colegas e os adultos, buscando compreendê-los e fazendo-se compreender.","Participar de situações de brincadeira compartilhando enredos e cenários. Utilizar expressões faciais para apoiar seus relatos de situações vividas ou expressar sua opinião sobre uma história ou questionamentos. Expressar sensações, sentimentos, desejos e ideias por meio de diferentes linguagens. Demonstrar suas ideias, sentimentos e emoções através da dança, da música ou da arte. Participar de situações que envolvam relatos simples de acontecimentos vivenciados. Interagir com pessoas de diferentes idades em diversas situações do dia a dia. Estabelecer relações com os colegas por meio de diferentes brincadeiras. Reconhecer seu próprio nome e o dos colegas em diferentes situações. Cooperar com os colegas ou professor(a) quando solicitado(a).",0.628106,62.8%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",143,(EI03EO02),"O EU, O OUTRO E O NÓS","(EI03EO02) Agir de maneira independente, com confiança em suas capacidades, reconhecendo suas conquistas e limitações.","Manifestar iniciativa na escolha de brincadeiras e atividades, na seleção de materiais e na busca de parcerias, considerando seu interesse. Reconhecer-se como um integrante do grupo ao qual pertence. Perseverar frente a desafios ou a novas atividades. Realizar escolhas manifestando e argumentando sobre seus interesses e curiosidades. Expressar suas emoções e sentimentos de modo que seus hábitos, ritmos e preferências individuais sejam respeitadas no grupo em que convive. Enfrentar desafios em brincadeiras e jogos para desenvolver confiança em si próprio. Realizar ações como ir ao banheiro, alimentar-se, tomar água e frequentar espaços da instituição com crescente autonomia. Demonstrar autonomia ao participar de atividades diversas, dentro e fora da sala. Agir de forma independente alimentando-se, vestindo-se e realizando atividades de higiene corporal. Solicitar ajuda quando está em dificuldade e auxiliar o colega quando este necessita. Ampliar, progressivamente, suas atividades com base nas orientações dos professores. Conhecer o próprio corpo e suas possibilidades motoras, sensoriais e expressivas.",0.6262473,62.6%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",212,(EI02EO03),"O EU, O OUTRO E O NÓS",(EI02EO03) Compartilhar os objetos e os espaços com crianças da mesma faixa etária e adultos.,"Compartilhar brinquedos em suas atividades de explorações, investigações ou de faz de conta. Participar de situações de interações e brincadeiras agindo de forma solidária e colaborativa. Buscar colegas para iniciar uma brincadeira. Manter interações que gradativamente tenham uma maior duração. Brincar de faz de conta junto com outras crianças. Brincar coletivamente em diversos espaços. Utilizar e organizar diferentes espaços da instituição. Participar progressivamente de brincadeiras coletivas compartilhando objetos.  Manifestar  curiosidade  e  autonomia  ao explorar objetos e espaços. Respeitar as regras dos espaços: banheiro,  refeitório,  sala de aula,  conhecendo  a função de cada um.  Identificar seus pertences demonstrando cuidados com os mesmos e com os de seus colegas.  Conhecer e nomear os diferentes meios de transportes e suas características.",0.62579674,62.6%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",2,(EI03CG02),"CORPO, GESTOS E MOVIMENTOS","(EI03CG02) Demonstrar controle e adequação do uso de seu corpo em brincadeiras e jogos, escuta e reconto de histórias, atividades artísticas, entre outras possibilidades.","Participar e promover brincadeiras de expressão corporal cantadas: escravos de jó, brincadeiras de roda, a linda rosa juvenil, “seu lobo está?”, entre outras. Adequar seus movimentos em situações de brincadeiras com o ritmo da música ou da dança. Movimentar-se seguindo uma sequência e adequando-se ao compasso definido pela música ou pelas coordenadas dadas por seus colegas em brincadeiras ou atividades em pequenos grupos. Percorrer trajetos inventados espontaneamente ou propostos: circuitos desenhados no chão, feitos com cordas, elásticos, tecidos, mobílias e outros limitadores e obstáculos para subir, descer, passar por baixo, por cima, por dentro, por fora, na frente, atrás, contornar demonstrando controle e adequação corporal e outros. Participar de jogos e brincadeiras que permitam: andar e correr de diversas maneiras, saltar e gesticular. Movimentar-se fazendo uso de diferentes movimentos corporais cada vez mais complexos. Movimentar-se e deslocar-se com controle e equilíbrio. Valorizar o esforço em adequar seus movimentos corporais aos de seus colegas em situações de brincadeiras ou atividades coletivas. Movimentar-se seguindo orientações dos(as) professores(as), de outras crianças ou criando suas próprias orientações. Participar de atividades que desenvolvam noções de proximidade, interioridade e direcionalidade. Participar de situações livre ou orientadas para posicionar o corpo no espaço, como: dentro, fora, perto, longe, em cima, embaixo, ao lado, à frente, atrás, muito, pouco. Representar com o corpo, com linguagem dramática, em diferentes situações: encenações, imitações e dramatizações.",0.62390244,62.4%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",54,(EI03ET04ME1),"ESPAÇOS, TEMPOS, QUANTIDADES, RELAÇÕES E TRANSFORMAÇÕES","(EI03ET04ME1) Explicitar e representar a posição de pessoas e objetos, utilizando vocabulário pertinente nos jogos, nas brincadeiras e nas diversas situações nas quais as crianças considerem necessária essa ação.","•    Perceber que os números fazem parte do cotidiano das pessoas; •    Estabelecer a relação de correspondência (termo  a  termo)  entre  a  quantidade  de objetos de dois conjuntos; •    Reconhecer   pontos   de   referência   de acordo  com  as  noções  de  proximidade, interioridade  e  direcionalidade  comunican- do-se oralmente e representando com desenhos ou outras composições, a sua posição, a posição de pessoas e objetos no espaço. •    Explorar o espaço escolar e do entorno, fazendo registros de suas observações. •    Utilizar   mapas   simples   para   localizar objetos ou espaços/locais. •    Manipular  tintas  de  diferentes  cores  e misturá-las   identificando   as   cores   que surgem, e registrando as constatações. •    Observar  as  transformações  produzidas nos alimentos durante o cozimento, fazendo registros espontâneos. •    Conhecer  os  estados  físicos  da  água  e registrar suas transformações em diferentes contextos. •    Reconhecer, em atividades de sua rotina, os conceitos agora e depois, rápido e devagar, percebendo que a atividade desenvolvida por si e por seus colegas acontecem em um determinado tempo de duração. •    Observar, em atividades da sua rotina, a construção da sequência temporal: manhã/- tarde, dia/noite, reconhecendo a passagem de tempo. •    Conhecer as características e regularidades do calendário relacionando com a rotina diária e favorecendo a construção de noções temporais. •    Explorar instrumentos não convencionais (sacos com alimentos, saco de areia, garrafas com   líquidos   ou   outros)   para   comparar elementos e estabelecer relações entre leve e pesado. •    Utilizar  instrumentos  não  convencionais (garrafas, xícaras, copos, colheres ou outros) para  comparar  elementos  estabelecendo relações entre cheio e vazio. •    Explorar  os  conceitos  básicos  de  valor (barato/caro, necessário/desnecessário, gostar/não   de/não   gostar   ou   outros), reconhecendo o uso desses conceitos nas relações sociais. •    Vivenciar situações que envolvam noções monetárias (compra e venda),no jogo simbólico mercadinho. •    Fazer  registros  espontâneos  sobre  as observações  realizadas  em  momentos  de manipulação  de  objetos,  alimentos,  materiais, identificando as transformações. •    Registrar suas observações e descobertas fazendo-se entender e escolhendo linguagens e suportes mais eficientes a partir de sua intenção comunicativa.",0.62261295,62.3%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",79,(EI03TS02ME01),"TRAÇOS, SONS, CORES E FORMAS","(EI03TS02ME01) Ler obras de arte e imagens diversas, atribuindo sentido e identificando os elementos que as caracterizam (forma, cor, personagens e técnicas).","Explorar formas variadas dos objetos para perceber as características das mesmas e utilizá-las em suas composições. Criar com jogos de encaixe e de construção, explorando cores, formas e texturas. Desenhar, construir e identificar produções bidimensionais e tridimensionais. Experimentar possibilidades de representação visual bidimensional e tridimensional, utilizando materiais diversos: caixas, tecidos, tampinhas, gravetos, pedrinhas, lápis de cor, giz de cera, papéis etc. Usar materiais artísticos para expressar suas ideias, sentimentos e experiências. Expressar-se utilizando variedades de materiais e recursos artísticos. Reconhecer as cores presentes na natureza e no dia a dia nomeando-as, com o objetivo de fazer a correspondência entre cores e elementos. Pintar, desenhar, rabiscar, folhear, modelar, construir, colar à sua maneira, utilizando diferentes recursos e dando significados às suas ideias, aos seus pensamentos e sensações. Experimentar as diversas possibilidades do processo de produção das cores secundárias e reconhecê-las na natureza, no dia a dia e em obras de arte. Criar desenhos, pinturas, colagens, modelagens a partir de seu próprio repertório e da utilização dos elementos da linguagem das Artes Visuais: ponto, linha, cor, forma, espaço e textura. Manipular materiais de diferentes texturas: lisas, ásperas, macias, duras, moles etc. Conhecer a apreciar artesanato e obras de Artes Visuais de diferentes técnicas, movimentos, épocas, estilos e culturas. Utilizar a investigação que realiza sobre o espaço, as imagens, as coisas ao seu redor para significar e incrementar sua produção artística. Conhecer e apreciar produções artísticas de sua cultura ou de outras culturas regionais, nacionais ou internacionais.",0.61913466,61.9%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",131,(EI03ET04),"ESPAÇOS, TEMPOS, QUANTIDADES E RELAÇÕES","(EI03ET04) Registrar observações, manipulações e medidas, usando múltiplas linguagens (desenho, registro por números ou escrita espontânea), em diferentes suportes.","Perceber que os números fazem parte do cotidiano das pessoas. Estabelecer a relação de correspondência (termo a termo) entre a quantidade de objetos de dois conjuntos. Utilizar ferramentas de medidas não padronizadas, como os pés, as mãos e pequenos objetos de uso cotidiano em suas brincadeiras, construções ou criações. Participar da criação de mapas simples e usar para localizar objetos ou espaços. Registrar suas observações e descobertas, fazendo-se entender e escolhendo linguagens e suportes mais eficientes a partir de sua intenção comunicativa. Explorar o espaço escolar e do entorno, fazendo registros de suas observações. Participar de situações que envolvam a medição da altura de si e de outras crianças, por meio de fitas métricas e outros recursos. Comparar tamanhos entre objetos, registrando suas constatações e/ou da turma. Fazer registros espontâneos e convencionais sobre as observações realizadas em momentos de manipulação de objetos, alimentos e materiais para identificar quantidades e transformações. Observar as transformações produzidas nos alimentos durante o cozimento, fazendo registros espontâneos e convencionais. Reconhecer pontos de referência de acordo com as noções de proximidade, interioridade, lateralidade e direcionalidade, comunicando-se oralmente e representando com desenhos ou outras composições, a sua posição, a posição de pessoas e objetos no espaço. Explorar instrumentos não convencionais (sacos com alimentos, saco de areia, garrafas com líquidos e outros) para comparar elementos e estabelecer relações entre leve e pesado. Utilizar instrumentos não convencionais (garrafas, xícaras, copos, colheres e outros) para comparar elementos, estabelecendo relações entre cheio e vazio. Reconhecer em atividades de sua rotina os conceitos agora e depois, rápido e devagar, percebendo que a atividade desenvolvida por si e por seus colegas acontecem com um determinado tempo de duração. Observar em atividades da sua rotina a construção da sequência temporal: manhã/tarde, dia/noite, para que possa reconhecer a passagem de tempo. Ajudar na elaboração do calendário de rotinas. Conhecer as características e regularidades do calendário, relacionando-as com a rotina diária e favorecendo a construção de noções temporais. Observar noções de tempo: antes/depois, agora, já, mais tarde, daqui a pouco, hoje/ontem, velho/novo, dia da semana. Explorar os conceitos básicos de valor (barato/caro), reconhecendo o uso desses conceitos nas relações sociais, utilizando como apoio panfletos de supermercado. Vivenciar situações que envolvam noções monetárias (compra e venda) através do jogo simbólico, mercadinho.",0.6176902,61.8%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",27,(EI03EF06ME03),"ESCUTA, FALA, PENSAMENTOS E IMAGINAÇÃO","(EI03EF06ME03) Vivenciar práticas de produções de escrita e de textos coletivos, com função social, tendo a professora como escriba.","Nomear objetos, pessoas, personagens, fotografias e gravuras para ampliar seu vocabulário. Participar de atividades onde usa a linguagem oral, a seu modo, usando expressões da linguagem da narrativa. Criar histórias e as representa graficamente (desenho) a partir de imagens ou temas sugeridos. Diferenciar desenho, letra e número em suas produções espontâneas. Expressar hipóteses a respeito da escrita de letras e números, registrando símbolos para representar ideias. Produzir escritas espontâneas, utilizando letras como marcas gráficas. Ler, a seu modo, textos literários e seus próprios registros gráficos para outras crianças.",0.61766773,61.8%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",39,(EI03EF09ME05),"ESCUTA, FALA, PENSAMENTOS E IMAGINAÇÃO",(EI03EF09ME05) Utilizar práticas de escrita de acordo com o conhecimento de que dispõe sobre o sistema de escrita. ,"Vivenciar experiências que possibilitem perceber a presença da escrita em diferentes ambientes. Escrever o próprio nome (Primeiro nome), praticando a escrita espontânea em situações em que isso é necessário. Com auxílio da ficha no 1º semestre, sem auxílio da ficha ao final do 2º semestre. Reconhecer o próprio nome dentro do conjunto de nomes da turma, em situações em que isso se faça necessário. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, atingindo o nível pré-silábico no 1º semestre. Apresentar níveis de avanço com relação às hipóteses da evolução da escrita, podendo atingir o nível silábico (SVS) ao final do 2º semestre. Vivenciar jogos e brincadeiras que envolvam a escrita (forca, bingos, cruzadinhas, etc.) e utilizar materiais escritos em brincadeiras de faz de conta. Escolher palavras-chave das parlendas para fazer comparação entre as palavras: palavra maior/menor, número de letras/sílabas, quantas vezes abre a boca para falar as palavras, letra inicial/final. Participar de jogos que relacionam imagens e palavras. Brincar com a sonoridade das palavras, explorando-as e estabelecendo relações com sua representação escrita. Utilizar suportes de escrita diversos para desenhar e escrever espontaneamente (cartolina, sulfite, livros, revistinhas e outros). Registrar suas ideias utilizando desenhos, símbolos e palavras, escritas à sua maneira. Realizar tentativas de escrita com recursos variados e em diferentes suportes. Participar   coletivamente   da   leitura   e escrita de listas, bilhetes, recados, convites, cantigas,  textos,  receitas  e  outros,  tendo o(a) professor(a) como leitor e escriba. Ter contato com o alfabeto em diferentes situações: brincadeiras, jogos e outros. Em situações de escrita verbalizar suas hipóteses sobre a escrita. Participar   de   atividades   coletivas   ou individuais    que    envolvam    letra/desenho/palavra. Em roda de histórias, parlendas, quadri- nhas,   músicas, etc, identificando início e final do texto, marcando e apontando. Em rodas de manipulação de livros, roda de  histórias,  rodas  de  poesias,  parlendas, identificar localização do título nos textos e livros. Com  palavras  que  fazem  parte  do  seu repertório (parlendas, poesias. quadrinhas, músicas)  com  a  intervenção  do  professor fazer  a  análise  graficamente  as  palavras (número de letras⁄sílabas, letra inicial⁄final).  Participar  de  atividades  lúdicas  (lista, chamadas, nome de histórias, etc) usando a escrita  espontânea  para  comunicar  suas ideias e opiniões aos colegas e professores(as). Participar  m  sala  de  atividades  onde utilize letras, números e desenhos em suas representações gráficas, progressivamente. Participar  m  sala  de  atividades  onde utilize letras, números e desenhos em suas representações gráficas, progressivamente. Em sala participar de atividades (chama- da, ficha de nome, bingo de nomes, jogo da memória,etc) identificando o próprio nome e dos colegas para o reconhecimento dos mesmos em situações da rotina escolar.",0.6147169,61.5%,55.00000000000001%,2025-09-02 15:50:02
7,(EI03CO07),MUNDO DIGITAL,"(EI03CO07) Reconhecer dispositivos eletrônicos (e não-eletrônicos), identificando quando estão ligados ou desligados (abertos ou fechados).","Computação (Des)plugada:
1) Propor atividades de visualização ou exploração de dispositivos eletrônicos (e.g. lanterna, calculadora,
televisão, celular, rádio, tablets) de forma a:
(i) possibilitar que as crianças possam ligar e desligar os aparelhos,
(ii) reconhecer quando estão ligados ou desligados, e
(iii) diferenciar dos dispositivos não-eletrônicos.
2) Participar de brincadeiras que demonstrem dois estados (ligado e desligado). Como brincadeiras de
exemplo:
(i) Seu Mestre Mandou;
(ii) Pega-gelo / Pega-congelou;
(iii) Estátua.",171,(EI01EF09),"ESCUTA, FALA, PENSAMENTOS E IMAGINAÇÃO",(EI01EF09) Conhecer e manipular diferentes instrumentos e suportes de escrita.,"- Participar de situações significativas de leitura e escrita. - Manipular e explorar revistas, livros e outros materiais impressos. - Explorar suportes textuais de materiais diversos: plástico, tecido, borracha, papel, dentre outros. - Registrar vivências utilizando diferentes suportes de escrita: tinta, giz de cera, carvão, dentre outros, conhecendo suas funções. - Explorar diferentes instrumentos e suportes de escrita em situações de brincadeira ou pequenos grupos. - Reconhecer os livros, demonstrando preferência por algumas histórias ou poemas ao apontar para solicitar a leitura.",0.6140342,61.4%,55.00000000000001%,2025-09-02 15:50:02
